season,week,datex,rank,school,date
1939,9,Final,14,Santa Clara,1940x01x31
1939,9,Final,15,Ohio State,1940x01x31
1939,9,Final,16,Georgia Tech,1940x01x31
1939,9,Final,17,Fordham,1940x01x31
1939,9,Final,18,Nebraska,1940x01x31
1939,9,Final,19,Oklahoma,1940x01x31
1939,9,Final,20,Michigan,1940x01x31
1940,1,14898,1,Cornell,1940x10x14
1940,1,14898,2,Texas A&M,1940x10x14
1940,1,14898,3,Michigan,1940x10x14
1940,1,14898,4,Northwestern,1940x10x14
1940,1,14898,5,Tennessee,1940x10x14
1940,1,14898,6,Notre Dame,1940x10x14
1940,1,14898,7,Minnesota,1940x10x14
1940,1,14898,8,Boston College,1940x10x14
1940,1,14898,9,Pennsylvania,1940x10x14
1940,1,14898,10,Stanford,1940x10x14
1940,1,14898,11,Fordham,1940x10x14
1940,1,14898,12,Clemson,1940x10x14
1940,1,14898,13,Mississippi,1940x10x14
1940,1,14898,14,Texas,1940x10x14
1940,1,14898,15,Ohio State,1940x10x14
1940,1,14898,16,Washington,1940x10x14
1940,1,14898,17,USC,1940x10x14
1940,1,14898,18,Oregon St.,1940x10x14
1940,1,14898,19,Washington St.,1940x10x14
1940,1,14898,20,Iowa,1940x10x14
1940,2,14905,1,Cornell,1940x10x21
1940,2,14905,2,Notre Dame,1940x10x21
1940,2,14905,3,Michigan,1940x10x21
1940,2,14905,4,Texas A&M,1940x10x21
1940,2,14905,5,Tennessee,1940x10x21
1940,2,14905,6,Minnesota,1940x10x21
1940,2,14905,7,Northwestern,1940x10x21
1940,2,14905,8,Pennsylvania,1940x10x21
1940,2,14905,9,Stanford,1940x10x21
1940,2,14905,10,Boston College,1940x10x21
1940,2,14905,11,Fordham,1940x10x21
1940,2,14905,12,Texas,1940x10x21
1940,2,14905,13,Clemson,1940x10x21
1940,2,14905,14,Mississippi,1940x10x21
1940,2,14905,15,Georgetown,1940x10x21
1940,2,14905,16,Washington,1940x10x21
1940,2,14905,17,USC,1940x10x21
1940,2,14905,18,Nebraska,1940x10x21
1940,2,14905,19,SMU,1940x10x21
1940,2,14905,20,Columbia,1940x10x21
1940,3,14912,1,Cornell,1940x10x28
1940,3,14912,2,Notre Dame,1940x10x28
1940,3,14912,3,Michigan,1940x10x28
1940,3,14912,4,Minnesota,1940x10x28
1940,3,14912,5,Texas A&M,1940x10x28
1940,3,14912,6,Stanford,1940x10x28
1940,3,14912,7,Tennessee,1940x10x28
1940,3,14912,8,Northwestern,1940x10x28
1940,3,14912,9,Boston College,1940x10x28
1940,3,14912,10,Clemson,1940x10x28
1940,3,14912,10,Georgetown,1940x10x28
1940,3,14912,12,Nebraska,1940x10x28
1940,3,14912,13,Washington,1940x10x28
1940,3,14912,14,Navy,1940x10x28
1940,3,14912,15,Pennsylvania,1940x10x28
1940,3,14912,15,SMU,1940x10x28
1940,3,14912,17,Detroit,1940x10x28
1940,3,14912,18,Duke,1940x10x28
1940,3,14912,18,Penn State,1940x10x28
1940,3,14912,20,Miss State,1940x10x28
1940,3,14912,20,Santa Clara,1940x10x28
1940,4,14919,1,Cornell,1940x11x04
1940,4,14919,2,Minnesota,1940x11x04
1940,4,14919,3,Michigan,1940x11x04
1940,4,14919,4,Texas A&M,1940x11x04
1940,4,14919,5,Tennessee,1940x11x04
1940,4,14919,6,Stanford,1940x11x04
1940,4,14919,7,Notre Dame,1940x11x04
1940,4,14919,8,Boston College,1940x11x04
1940,4,14919,9,Georgetown,1940x11x04
1940,4,14919,10,Northwestern,1940x11x04
1940,4,14919,11,Washington,1940x11x04
1940,4,14919,12,Duke,1940x11x04
1940,4,14919,12,Nebraska,1940x11x04
1940,4,14919,14,SMU,1940x11x04
1940,4,14919,15,Pennsylvania,1940x11x04
1940,4,14919,16,Penn State,1940x11x04
1940,4,14919,17,Fordham,1940x11x04
1940,4,14919,18,Lafayette,1940x11x04
1940,4,14919,19,Miss State,1940x11x04
1940,4,14919,19,Santa Clara,1940x11x04
1940,5,14926,1,Minnesota,1940x11x11
1940,5,14926,2,Cornell,1940x11x11
1940,5,14926,3,Texas A&M,1940x11x11
1940,5,14926,4,Stanford,1940x11x11
1940,5,14926,5,Tennessee,1940x11x11
1940,5,14926,6,Michigan,1940x11x11
1940,5,14926,7,Notre Dame,1940x11x11
1940,5,14926,8,Boston College,1940x11x11
1940,5,14926,9,Georgetown,1940x11x11
1940,5,14926,10,Northwestern,1940x11x11
1940,5,14926,11,Nebraska,1940x11x11
1940,5,14926,12,Duke,1940x11x11
1940,5,14926,13,Fordham,1940x11x11
1940,5,14926,14,Alabama,1940x11x11
1940,5,14926,15,Miss State,1940x11x11
1940,5,14926,16,Santa Clara,1940x11x11
1940,5,14926,17,Mississippi,1940x11x11
1940,5,14926,17,Washington,1940x11x11
1940,5,14926,19,Oregon St.,1940x11x11
1940,5,14926,20,Penn State,1940x11x11
1940,5,14926,20,SMU,1940x11x11
1940,6,14933,1,Minnesota,1940x11x18
1940,6,14933,2,Texas A&M,1940x11x18
1940,6,14933,3,Stanford,1940x11x18
1940,6,14933,4,Boston College,1940x11x18
1940,6,14933,5,Cornell,1940x11x18
1940,6,14933,6,Tennessee,1940x11x18
1940,6,14933,7,Michigan,1940x11x18
1940,6,14933,8,Nebraska,1940x11x18
1940,6,14933,9,Georgetown,1940x11x18
1940,6,14933,10,Northwestern,1940x11x18
1940,6,14933,11,Mississippi,1940x11x18
1940,6,14933,12,Pennsylvania,1940x11x18
1940,6,14933,13,Washington,1940x11x18
1940,6,14933,14,Notre Dame,1940x11x18
1940,6,14933,15,Fordham,1940x11x18
1940,6,14933,16,Miss State,1940x11x18
1940,6,14933,17,Alabama,1940x11x18
1940,6,14933,18,SMU,1940x11x18
1940,6,14933,19,Santa Clara,1940x11x18
1940,6,14933,20,Penn State,1940x11x18
1940,6,14933,20,Texas Tech,1940x11x18
1940,7,14940,1,Minnesota,1940x11x25
1940,7,14940,2,Texas A&M,1940x11x25
1940,7,14940,3,Stanford,1940x11x25
1940,7,14940,4,Boston College,1940x11x25
1940,7,14940,5,Michigan,1940x11x25
1940,7,14940,6,Tennessee,1940x11x25
1940,7,14940,7,Northwestern,1940x11x25
1940,7,14940,8,Nebraska,1940x11x25
1940,7,14940,9,Georgetown,1940x11x25
1940,7,14940,10,Pennsylvania,1940x11x25
1940,7,14940,11,Miss State,1940x11x25
1940,7,14940,12,Washington,1940x11x25
1940,7,14940,13,Cornell,1940x11x25
1940,7,14940,14,Fordham,1940x11x25
1940,7,14940,15,Santa Clara,1940x11x25
1940,7,14940,16,SMU,1940x11x25
1940,7,14940,17,Alabama,1940x11x25
1940,7,14940,18,Lafayette,1940x11x25
1940,7,14940,18,Texas Tech,1940x11x25
1940,7,14940,20,Duke,1940x11x25
1940,7,14940,20,Hardin Simmons,1940x11x25
1940,8,Final,1,Minnesota,1941x01x31
1940,8,Final,2,Stanford,1941x01x31
1940,8,Final,3,Michigan,1941x01x31
1940,8,Final,4,Tennessee,1941x01x31
1940,8,Final,5,Boston College,1941x01x31
1940,8,Final,6,Texas A&M,1941x01x31
1940,8,Final,7,Nebraska,1941x01x31
1940,8,Final,8,Northwestern,1941x01x31
1940,8,Final,9,Miss State,1941x01x31
1940,8,Final,10,Washington,1941x01x31
1940,8,Final,11,Santa Clara,1941x01x31
1940,8,Final,12,Fordham,1941x01x31
1940,8,Final,13,Georgetown,1941x01x31
1940,8,Final,14,Pennsylvania,1941x01x31
1940,8,Final,15,Cornell,1941x01x31
1940,8,Final,16,SMU,1941x01x31
1940,8,Final,17,Hardin Simmons,1941x01x31
1940,8,Final,18,Duke,1941x01x31
1940,8,Final,19,Lafayette,1941x01x31
1941,1,15262,1,Minnesota,1941x10x13
1941,1,15262,2,Texas,1941x10x13
1941,1,15262,3,Duke,1941x10x13
1941,1,15262,4,Fordham,1941x10x13
1941,1,15262,5,Northwestern,1941x10x13
1941,1,15262,6,Michigan,1941x10x13
1941,1,15262,7,Navy,1941x10x13
1941,1,15262,8,Notre Dame,1941x10x13
1941,1,15262,9,Santa Clara,1941x10x13
1941,1,15262,10,Ohio State,1941x10x13
1941,1,15262,11,Pennsylvania,1941x10x13
1941,1,15262,12,Rice,1941x10x13
1941,1,15262,13,Clemson,1941x10x13
1941,1,15262,14,Texas A&M,1941x10x13
1941,1,15262,15,Nebraska,1941x10x13
1941,1,15262,16,Oregon St.,1941x10x13
1941,1,15262,17,Tulane,1941x10x13
1941,1,15262,18,Vanderbilt,1941x10x13
1941,1,15262,19,Miss State,1941x10x13
1941,1,15262,20,Columbia,1941x10x13
1941,2,15269,1,Minnesota,1941x10x20
1941,2,15269,2,Texas,1941x10x20
1941,2,15269,3,Michigan,1941x10x20
1941,2,15269,4,Duke,1941x10x20
1941,2,15269,5,Navy,1941x10x20
1941,2,15269,6,Fordham,1941x10x20
1941,2,15269,7,Notre Dame,1941x10x20
1941,2,15269,8,Santa Clara,1941x10x20
1941,2,15269,9,Texas A&M,1941x10x20
1941,2,15269,10,Tulane,1941x10x20
1941,2,15269,11,Ohio State,1941x10x20
1941,2,15269,12,Pennsylvania,1941x10x20
1941,2,15269,13,Northwestern,1941x10x20
1941,2,15269,14,Clemson,1941x10x20
1941,2,15269,15,Vanderbilt,1941x10x20
1941,2,15269,16,Oregon,1941x10x20
1941,2,15269,17,Temple,1941x10x20
1941,2,15269,18,Oregon St.,1941x10x20
1941,2,15269,19,Stanford,1941x10x20
1941,2,15269,19,Villanova,1941x10x20
1941,3,15276,1,Minnesota,1941x10x27
1941,3,15276,1,Texas,1941x10x27
1941,3,15276,3,Fordham,1941x10x27
1941,3,15276,4,Duke,1941x10x27
1941,3,15276,5,Texas A&M,1941x10x27
1941,3,15276,6,Notre Dame,1941x10x27
1941,3,15276,7,Michigan,1941x10x27
1941,3,15276,8,Pennsylvania,1941x10x27
1941,3,15276,9,Northwestern,1941x10x27
1941,3,15276,10,Vanderbilt,1941x10x27
1941,3,15276,11,Navy,1941x10x27
1941,3,15276,12,Stanford,1941x10x27
1941,3,15276,13,Temple,1941x10x27
1941,3,15276,14,Army,1941x10x27
1941,3,15276,15,Alabama,1941x10x27
1941,3,15276,16,Duquesne,1941x10x27
1941,3,15276,17,Miss State,1941x10x27
1941,3,15276,17,Mississippi,1941x10x27
1941,3,15276,19,Missouri,1941x10x27
1941,3,15276,20,SMU,1941x10x27
1941,4,15283,1,Texas,1941x11x03
1941,4,15283,2,Minnesota,1941x11x03
1941,4,15283,3,Fordham,1941x11x03
1941,4,15283,4,Duke,1941x11x03
1941,4,15283,5,Texas A&M,1941x11x03
1941,4,15283,6,Navy,1941x11x03
1941,4,15283,7,Notre Dame,1941x11x03
1941,4,15283,8,Michigan,1941x11x03
1941,4,15283,9,Stanford,1941x11x03
1941,4,15283,10,Northwestern,1941x11x03
1941,4,15283,11,Army,1941x11x03
1941,4,15283,12,Duquesne,1941x11x03
1941,4,15283,13,Alabama,1941x11x03
1941,4,15283,14,Tulane,1941x11x03
1941,4,15283,15,Miss State,1941x11x03
1941,4,15283,16,Mississippi,1941x11x03
1941,4,15283,17,Missouri,1941x11x03
1941,4,15283,18,Syracuse,1941x11x03
1941,4,15283,19,Pennsylvania,1941x11x03
1941,4,15283,20,Ohio State,1941x11x03
1941,5,15290,1,Minnesota,1941x11x10
1941,5,15290,2,Texas,1941x11x10
1941,5,15290,3,Duke,1941x11x10
1941,5,15290,4,Texas A&M,1941x11x10
1941,5,15290,5,Notre Dame,1941x11x10
1941,5,15290,6,Stanford,1941x11x10
1941,5,15290,7,Michigan,1941x11x10
1941,5,15290,8,Northwestern,1941x11x10
1941,5,15290,9,Alabama,1941x11x10
1941,5,15290,10,Duquesne,1941x11x10
1941,5,15290,11,Fordham,1941x11x10
1941,5,15290,12,Navy,1941x11x10
1941,5,15290,13,Miss State,1941x11x10
1941,5,15290,14,Pennsylvania,1941x11x10
1941,5,15290,15,Mississippi,1941x11x10
1941,5,15290,16,Missouri,1941x11x10
1941,5,15290,17,Harvard,1941x11x10
1941,5,15290,18,Boston College,1941x11x10
1941,5,15290,19,Army,1941x11x10
1941,5,15290,20,Ohio State,1941x11x10
1941,6,15297,1,Minnesota,1941x11x17
1941,6,15297,2,Texas A&M,1941x11x17
1941,6,15297,3,Duke,1941x11x17
1941,6,15297,4,Notre Dame,1941x11x17
1941,6,15297,5,Michigan,1941x11x17
1941,6,15297,6,Duquesne,1941x11x17
1941,6,15297,7,Alabama,1941x11x17
1941,6,15297,8,Missouri,1941x11x17
1941,6,15297,9,Texas,1941x11x17
1941,6,15297,10,Northwestern,1941x11x17
1941,6,15297,11,Fordham,1941x11x17
1941,6,15297,12,Navy,1941x11x17
1941,6,15297,13,Pennsylvania,1941x11x17
1941,6,15297,14,Ohio State,1941x11x17
1941,6,15297,15,Mississippi,1941x11x17
1941,6,15297,16,Oregon St.,1941x11x17
1941,6,15297,17,Stanford,1941x11x17
1941,6,15297,18,Clemson,1941x11x17
1941,6,15297,19,TCU,1941x11x17
1941,6,15297,20,Georgia,1941x11x17
1941,6,15297,20,Washington,1941x11x17
1941,7,15304,1,Minnesota,1941x11x24
1941,7,15304,2,Texas A&M,1941x11x24
1941,7,15304,3,Duke,1941x11x24
1941,7,15304,4,Notre Dame,1941x11x24
1941,7,15304,5,Duquesne,1941x11x24
1941,7,15304,6,Michigan,1941x11x24
1941,7,15304,7,Missouri,1941x11x24
1941,7,15304,8,Fordham,1941x11x24
1941,7,15304,9,Northwestern,1941x11x24
1941,7,15304,10,Texas,1941x11x24
1941,7,15304,11,Navy,1941x11x24
1941,7,15304,12,Vanderbilt,1941x11x24
1941,7,15304,13,Pennsylvania,1941x11x24
1941,7,15304,14,Mississippi,1941x11x24
1941,7,15304,15,Ohio State,1941x11x24
1941,7,15304,16,Clemson,1941x11x24
1941,7,15304,17,Oregon St.,1941x11x24
1941,7,15304,18,Alabama,1941x11x24
1941,7,15304,19,Harvard,1941x11x24
1941,7,15304,20,Georgia,1941x11x24
1941,8,Final,1,Minnesota,1942x01x31
1941,8,Final,2,Duke,1942x01x31
1941,8,Final,3,Notre Dame,1942x01x31
1941,8,Final,4,Texas,1942x01x31
1941,8,Final,5,Michigan,1942x01x31
1941,8,Final,6,Fordham,1942x01x31
1941,8,Final,7,Missouri,1942x01x31
1941,8,Final,8,Duquesne,1942x01x31
1941,8,Final,9,Texas A&M,1942x01x31
1941,8,Final,10,Navy,1942x01x31
1941,8,Final,11,Northwestern,1942x01x31
1941,8,Final,12,Oregon St.,1942x01x31
1941,8,Final,13,Ohio State,1942x01x31
1941,8,Final,14,Georgia,1942x01x31
1941,8,Final,15,Pennsylvania,1942x01x31
1941,8,Final,16,Miss State,1942x01x31
1941,8,Final,17,Mississippi,1942x01x31
1941,8,Final,18,Tennessee,1942x01x31
1941,8,Final,19,Washington St.,1942x01x31
1941,8,Final,20,Alabama,1942x01x31
1942,1,15626,1,Ohio State,1942x10x12
1942,1,15626,2,Georgia,1942x10x12
1942,1,15626,3,Michigan,1942x10x12
1942,1,15626,4,Alabama,1942x10x12
1942,1,15626,5,Illinois,1942x10x12
1942,1,15626,6,Georgia Tech,1942x10x12
1942,1,15626,7,Wisconsin,1942x10x12
1942,1,15626,8,Pennsylvania,1942x10x12
1942,1,15626,9,Colgate,1942x10x12
1942,1,15626,10,Washington St.,1942x10x12
1942,1,15626,11,Boston College,1942x10x12
1942,1,15626,12,Vanderbilt,1942x10x12
1942,1,15626,13,Duquesne,1942x10x12
1942,1,15626,14,Minnesota,1942x10x12
1942,1,15626,15,Santa Clara,1942x10x12
1942,1,15626,15,Tennessee,1942x10x12
1942,1,15626,17,TCU,1942x10x12
1942,1,15626,18,Army,1942x10x12
1942,1,15626,19,Iowa,1942x10x12
1942,1,15626,20,Texas,1942x10x12
1942,2,15633,1,Ohio State,1942x10x19
1942,2,15633,2,Georgia,1942x10x19
1942,2,15633,3,Alabama,1942x10x19
1942,2,15633,4,Michigan,1942x10x19
1942,2,15633,5,Illinois,1942x10x19
1942,2,15633,6,Georgia Tech,1942x10x19
1942,2,15633,7,Wisconsin,1942x10x19
1942,2,15633,8,Notre Dame,1942x10x19
1942,2,15633,9,Santa Clara,1942x10x19
1942,2,15633,10,Boston College,1942x10x19
1942,2,15633,11,Army,1942x10x19
1942,2,15633,12,TCU,1942x10x19
1942,2,15633,13,Minnesota,1942x10x19
1942,2,15633,14,UCLA,1942x10x19
1942,2,15633,15,Texas,1942x10x19
1942,2,15633,16,Miss State,1942x10x19
1942,2,15633,17,Pennsylvania,1942x10x19
1942,2,15633,17,Tennessee,1942x10x19
1942,2,15633,19,North Carolina,1942x10x19
1942,2,15633,20,Syracuse,1942x10x19
1942,3,15640,1,Ohio State,1942x10x26
1942,3,15640,2,Georgia,1942x10x26
1942,3,15640,3,Alabama,1942x10x26
1942,3,15640,4,Notre Dame,1942x10x26
1942,3,15640,5,Georgia Tech,1942x10x26
1942,3,15640,6,Wisconsin,1942x10x26
1942,3,15640,7,Boston College,1942x10x26
1942,3,15640,8,Army,1942x10x26
1942,3,15640,9,TCU,1942x10x26
1942,3,15640,10,Minnesota,1942x10x26
1942,3,15640,11,UCLA,1942x10x26
1942,3,15640,12,Illinois,1942x10x26
1942,3,15640,13,Michigan,1942x10x26
1942,3,15640,14,Pennsylvania,1942x10x26
1942,3,15640,15,Syracuse,1942x10x26
1942,3,15640,15,Tulsa,1942x10x26
1942,3,15640,17,Texas,1942x10x26
1942,3,15640,18,William & Mary,1942x10x26
1942,3,15640,19,LSU,1942x10x26
1942,3,15640,20,Tennessee,1942x10x26
1942,4,15647,1,Georgia,1942x11x02
1942,4,15647,2,Wisconsin,1942x11x02
1942,4,15647,3,Georgia Tech,1942x11x02
1942,4,15647,4,Notre Dame,1942x11x02
1942,4,15647,5,Boston College,1942x11x02
1942,4,15647,6,Ohio State,1942x11x02
1942,4,15647,7,Minnesota,1942x11x02
1942,4,15647,8,Alabama,1942x11x02
1942,4,15647,9,Pennsylvania,1942x11x02
1942,4,15647,10,UCLA,1942x11x02
1942,4,15647,11,Michigan,1942x11x02
1942,4,15647,12,Tulsa,1942x11x02
1942,4,15647,13,Tennessee,1942x11x02
1942,4,15647,14,Texas,1942x11x02
1942,4,15647,15,Santa Clara,1942x11x02
1942,4,15647,16,Baylor,1942x11x02
1942,4,15647,17,William & Mary,1942x11x02
1942,4,15647,18,Fresno St.,1942x11x02
1942,4,15647,19,Army,1942x11x02
1942,4,15647,20,Illinois,1942x11x02
1942,5,15654,1,Georgia,1942x11x09
1942,5,15654,2,Georgia Tech,1942x11x09
1942,5,15654,3,Boston College,1942x11x09
1942,5,15654,4,Notre Dame,1942x11x09
1942,5,15654,5,Alabama,1942x11x09
1942,5,15654,6,Michigan,1942x11x09
1942,5,15654,7,Wisconsin,1942x11x09
1942,5,15654,8,Texas,1942x11x09
1942,5,15654,9,Tulsa,1942x11x09
1942,5,15654,10,Ohio State,1942x11x09
1942,5,15654,11,Tennessee,1942x11x09
1942,5,15654,12,Iowa,1942x11x09
1942,5,15654,13,Illinois,1942x11x09
1942,5,15654,14,Washington St.,1942x11x09
1942,5,15654,15,William & Mary,1942x11x09
1942,5,15654,16,Minnesota,1942x11x09
1942,5,15654,17,Pennsylvania,1942x11x09
1942,5,15654,18,UCLA,1942x11x09
1942,5,15654,19,Hardin Simmons,1942x11x09
1942,5,15654,20,Williams,1942x11x09
1942,6,15661,1,Georgia,1942x11x16
1942,6,15661,2,Georgia Tech,1942x11x16
1942,6,15661,3,Boston College,1942x11x16
1942,6,15661,4,Michigan,1942x11x16
1942,6,15661,5,Ohio State,1942x11x16
1942,6,15661,6,Tulsa,1942x11x16
1942,6,15661,7,Wisconsin,1942x11x16
1942,6,15661,8,Notre Dame,1942x11x16
1942,6,15661,9,Alabama,1942x11x16
1942,6,15661,10,Minnesota,1942x11x16
1942,6,15661,11,Tennessee,1942x11x16
1942,6,15661,12,Washington St.,1942x11x16
1942,6,15661,13,William & Mary,1942x11x16
1942,6,15661,14,Santa Clara,1942x11x16
1942,6,15661,14,Texas,1942x11x16
1942,6,15661,16,USC,1942x11x16
1942,6,15661,17,Hardin Simmons,1942x11x16
1942,6,15661,18,Indiana,1942x11x16
1942,6,15661,18,TCU,1942x11x16
1942,6,15661,18,UCLA,1942x11x16
1942,7,15668,1,Boston College,1942x11x23
1942,7,15668,2,Georgia Tech,1942x11x23
1942,7,15668,3,Ohio State,1942x11x23
1942,7,15668,4,Wisconsin,1942x11x23
1942,7,15668,5,Georgia,1942x11x23
1942,7,15668,6,Tulsa,1942x11x23
1942,7,15668,7,Alabama,1942x11x23
1942,7,15668,8,Notre Dame,1942x11x23
1942,7,15668,9,Michigan,1942x11x23
1942,7,15668,10,Tennessee,1942x11x23
1942,7,15668,11,UCLA,1942x11x23
1942,7,15668,12,Santa Clara,1942x11x23
1942,7,15668,12,Stanford,1942x11x23
1942,7,15668,14,USC,1942x11x23
1942,7,15668,15,Washington St.,1942x11x23
1942,7,15668,16,Auburn,1942x11x23
1942,7,15668,16,Miss State,1942x11x23
1942,7,15668,18,Texas,1942x11x23
1942,7,15668,19,William & Mary,1942x11x23
1942,7,15668,20,Minnesota,1942x11x23
1942,8,Final,1,Ohio State,1943x01x31
1942,8,Final,2,Georgia,1943x01x31
1942,8,Final,3,Wisconsin,1943x01x31
1942,8,Final,4,Tulsa,1943x01x31
1942,8,Final,5,Georgia Tech,1943x01x31
1942,8,Final,6,Notre Dame,1943x01x31
1942,8,Final,7,Tennessee,1943x01x31
1942,8,Final,8,Boston College,1943x01x31
1942,8,Final,9,Michigan,1943x01x31
1942,8,Final,10,Alabama,1943x01x31
1942,8,Final,11,Texas,1943x01x31
1942,8,Final,12,Stanford,1943x01x31
1942,8,Final,13,UCLA,1943x01x31
1942,8,Final,14,William & Mary,1943x01x31
1942,8,Final,15,Santa Clara,1943x01x31
1942,8,Final,16,Auburn,1943x01x31
1942,8,Final,17,Washington St.,1943x01x31
1942,8,Final,18,Miss State,1943x01x31
1942,8,Final,19,Holy Cross,1943x01x31
1942,8,Final,19,Minnesota,1943x01x31
1942,8,Final,19,Penn State,1943x01x31
1943,1,15983,1,Notre Dame,1943x10x04
1943,1,15983,2,Michigan,1943x10x04
1943,1,15983,3,Army,1943x10x04
1943,1,15983,4,Navy,1943x10x04
1943,1,15983,5,Duke,1943x10x04
1943,1,15983,6,Pennsylvania,1943x10x04
1943,1,15983,7,Purdue,1943x10x04
1943,1,15983,8,Iowa Pre-Flight,1943x10x04
1943,1,15983,9,Minnesota,1943x10x04
1943,1,15983,10,USC,1943x10x04
1943,1,15983,11,Southwestern,1943x10x04
1943,1,15983,12,Great Lakes Navy,1943x10x04
1943,1,15983,13,Memphis Navy,1943x10x04
1943,1,15983,14,Dartmouth,1943x10x04
1943,1,15983,15,Del Monte Pre-Flight,1943x10x04
1943,1,15983,16,March Field,1943x10x04
1943,1,15983,17,LSU,1943x10x04
1943,1,15983,18,Ohio State,1943x10x04
1943,1,15983,19,Northwestern,1943x10x04
1943,1,15983,20,Pacific,1943x10x04
1943,2,15990,1,Notre Dame,1943x10x11
1943,2,15990,2,Army,1943x10x11
1943,2,15990,3,Navy,1943x10x11
1943,2,15990,4,Pennsylvania,1943x10x11
1943,2,15990,5,Purdue,1943x10x11
1943,2,15990,6,Duke,1943x10x11
1943,2,15990,7,Iowa Pre-Flight,1943x10x11
1943,2,15990,8,USC,1943x10x11
1943,2,15990,9,Michigan,1943x10x11
1943,2,15990,10,Pacific,1943x10x11
1943,2,15990,11,Del Monte Pre-Flight,1943x10x11
1943,2,15990,12,March Field,1943x10x11
1943,2,15990,13,Minnesota,1943x10x11
1943,2,15990,14,Great Lakes Navy,1943x10x11
1943,2,15990,15,Memphis Navy,1943x10x11
1943,2,15990,16,Dartmouth,1943x10x11
1943,2,15990,17,Southwestern,1943x10x11
1943,2,15990,18,Texas A&M,1943x10x11
1943,2,15990,19,Washington,1943x10x11
1943,2,15990,20,Georgia,1943x10x11
1943,3,15997,1,Notre Dame,1943x10x18
1943,3,15997,2,Army,1943x10x18
1943,3,15997,3,Navy,1943x10x18
1943,3,15997,4,Purdue,1943x10x18
1943,3,15997,5,Pennsylvania,1943x10x18
1943,3,15997,6,Pacific,1943x10x18
1943,3,15997,7,USC,1943x10x18
1943,3,15997,8,Iowa Pre-Flight,1943x10x18
1943,3,15997,9,Duke,1943x10x18
1943,3,15997,10,Michigan,1943x10x18
1943,3,15997,11,Minnesota,1943x10x18
1943,3,15997,12,Southwestern,1943x10x18
1943,3,15997,13,Texas A&M,1943x10x18
1943,3,15997,14,March Field,1943x10x18
1943,3,15997,15,Del Monte Pre-Flight,1943x10x18
1943,3,15997,16,Texas,1943x10x18
1943,3,15997,17,Northwestern,1943x10x18
1943,3,15997,18,Colorado Col.,1943x10x18
1943,3,15997,19,Memphis Navy,1943x10x18
1943,3,15997,20,Camp Grant,1943x10x18
1943,4,16004,1,Notre Dame,1943x10x25
1943,4,16004,2,Army,1943x10x25
1943,4,16004,3,Navy,1943x10x25
1943,4,16004,4,Purdue,1943x10x25
1943,4,16004,5,USC,1943x10x25
1943,4,16004,6,Pennsylvania,1943x10x25
1943,4,16004,7,Michigan,1943x10x25
1943,4,16004,8,Duke,1943x10x25
1943,4,16004,9,Iowa Pre-Flight,1943x10x25
1943,4,16004,10,Pacific,1943x10x25
1943,4,16004,11,Washington,1943x10x25
1943,4,16004,12,Texas,1943x10x25
1943,4,16004,13,Tulsa,1943x10x25
1943,4,16004,14,Louisiana,1943x10x25
1943,4,16004,15,Northwestern,1943x10x25
1943,4,16004,16,Colorado Col.,1943x10x25
1943,4,16004,17,Del Monte Pre-Flight,1943x10x25
1943,4,16004,18,Great Lakes Navy,1943x10x25
1943,4,16004,19,Texas A&M,1943x10x25
1943,4,16004,20,California,1943x10x25
1943,5,16011,1,Notre Dame,1943x11x01
1943,5,16011,2,Purdue,1943x11x01
1943,5,16011,3,Army,1943x11x01
1943,5,16011,4,USC,1943x11x01
1943,5,16011,5,Pennsylvania,1943x11x01
1943,5,16011,6,Michigan,1943x11x01
1943,5,16011,7,Navy,1943x11x01
1943,5,16011,8,Iowa Pre-Flight,1943x11x01
1943,5,16011,9,Duke,1943x11x01
1943,5,16011,10,Pacific,1943x11x01
1943,5,16011,11,Washington,1943x11x01
1943,5,16011,12,Northwestern,1943x11x01
1943,5,16011,13,Texas,1943x11x01
1943,5,16011,14,Del Monte Pre-Flight,1943x11x01
1943,5,16011,15,Louisiana,1943x11x01
1943,5,16011,16,Texas A&M,1943x11x01
1943,5,16011,17,Ark. Monticello,1943x11x01
1943,5,16011,17,Colorado Col.,1943x11x01
1943,5,16011,19,Tulsa,1943x11x01
1943,5,16011,20,LSU,1943x11x01
1943,6,16018,1,Notre Dame,1943x11x08
1943,6,16018,2,Purdue,1943x11x08
1943,6,16018,3,Navy,1943x11x08
1943,6,16018,4,Michigan,1943x11x08
1943,6,16018,5,Iowa Pre-Flight,1943x11x08
1943,6,16018,6,Army,1943x11x08
1943,6,16018,7,Duke,1943x11x08
1943,6,16018,8,Northwestern,1943x11x08
1943,6,16018,9,USC,1943x11x08
1943,6,16018,10,Pennsylvania,1943x11x08
1943,6,16018,11,Pacific,1943x11x08
1943,6,16018,12,Washington,1943x11x08
1943,6,16018,13,Del Monte Pre-Flight,1943x11x08
1943,6,16018,14,Texas A&M,1943x11x08
1943,6,16018,15,March Field,1943x11x08
1943,6,16018,16,Texas,1943x11x08
1943,6,16018,17,Tulsa,1943x11x08
1943,6,16018,18,Dartmouth,1943x11x08
1943,6,16018,19,Georgia Tech,1943x11x08
1943,6,16018,20,San Diego Navy,1943x11x08
1943,7,16025,1,Notre Dame,1943x11x15
1943,7,16025,2,Iowa Pre-Flight,1943x11x15
