"","year","team","WC","LC","TC","W","L","T","conf","division"
"29772","1976","Nicholls",0,0,0,0,3,0,"Partial",
"30037","1977","Nicholls",0,0,0,2,3,0,"Partial",
"30309","1978","Nicholls",0,0,0,1,4,0,"Partial",
"30583","1979","Nicholls",0,0,0,3,1,0,"Partial",
"30849","1980","Nicholls",0,0,0,1,4,0,"Partial",
"31111","1981","Nicholls",0,0,0,0,3,1,"Partial",
"31368","1982","Nicholls",0,0,0,3,2,0,"Partial",
"31622","1983","Nicholls",0,0,0,2,3,0,"Partial",
"31869","1984","Nicholls",0,0,0,2,2,0,"Partial",
"32124","1985","Nicholls",0,0,0,3,2,0,"Partial",
"32374","1986","Nicholls",0,0,0,5,2,0,"Partial",
"32624","1987","Nicholls",0,0,0,1,3,1,"Partial",
"32863","1988","Nicholls",0,0,0,1,2,0,"Partial",
"33101","1989","Nicholls",0,0,0,2,2,0,"Partial",
"33331","1990","Nicholls",0,0,0,1,4,0,"Partial",
"33578","1991","Nicholls",0,0,0,2,4,0,"Partial",
"33823","1992","Nicholls",0,0,0,0,5,1,"Partial",
"34064","1993","Nicholls",0,0,0,2,3,0,"Partial",
"34294","1994","Nicholls",0,0,0,2,3,0,"Partial",
"34598","1995","Nicholls",0,5,0,0,11,0,"Southland",
"34951","1996","Nicholls",4,2,0,8,4,0,"Southland",
"35296","1997","Nicholls",3,4,0,5,6,0,"Southland",
"35631","1998","Nicholls",3,4,0,4,7,0,"Southland",
"35980","1999","Nicholls",1,6,0,1,10,0,"Southland",
"36349","2000","Nicholls",0,7,0,1,10,0,"Southland",
"36712","2001","Nicholls",1,5,0,3,8,0,"Southland",
"37073","2002","Nicholls",3,3,0,7,4,0,"Southland",
"37425","2003","Nicholls",3,2,0,5,6,0,"Southland",
"37786","2004","Nicholls",2,3,0,5,5,0,"Southland",
"38156","2005","Nicholls",5,1,0,6,4,0,"Southland",
"38517","2006","Nicholls",2,4,0,4,7,0,"Southland",
"38884","2007","Nicholls",3,4,0,6,5,0,"Southland",
"39259","2008","Nicholls",3,4,0,3,6,0,"Southland",
"39633","2009","Nicholls",2,5,0,3,8,0,"Southland",
"39995","2010","Nicholls",3,4,0,4,7,0,"Southland",
"40352","2011","Nicholls",0,7,0,1,10,0,"Southland",
"40708","2012","Nicholls",0,7,0,1,10,0,"Southland",
"41067","2013","Nicholls",1,6,0,4,8,0,"Southland",
"41452","2014","Nicholls",0,8,0,0,12,0,"Southland",
"41815","2015","Nicholls",3,6,0,3,8,0,"Southland",
"42172","2016","Nicholls",5,4,0,5,6,0,"Southland",
"42534","2017","Nicholls",7,2,0,8,4,0,"Southland",
"42897","2018","Nicholls",7,2,0,9,4,0,"Southland",
"43261","2019","Nicholls",7,2,0,9,5,0,"Southland",
"43557","2020","Nicholls",3,3,0,4,3,0,"Southland",
"43864","2021","Nicholls",5,3,0,6,5,0,"Southland",
"44224","2022","Nicholls",3,3,0,3,8,0,"Southland",
"44581","2023","Nicholls",6,0,0,6,5,0,"Southland",
"44954","2024","Nicholls",2,5,0,4,8,0,"Southland",
"45329","2025","Nicholls",4,4,0,4,8,0,"Southland",
"3172","1900","NM Highlands",0,0,0,1,0,0,"Partial",
"3505","1901","NM Highlands",0,0,0,2,0,0,"Partial",
"7109","1911","NM Highlands",0,0,0,0,1,0,"Partial",
"11811","1923","NM Highlands",0,0,0,0,1,0,"Partial",
"12753","1925","NM Highlands",0,0,0,0,1,0,"Partial",
"13710","1927","NM Highlands",0,0,0,0,1,0,"Partial",
"15131","1930","NM Highlands",0,0,0,0,2,0,"Partial",
"15606","1931","NM Highlands",0,0,0,0,1,0,"Partial",
"16061","1932","NM Highlands",0,0,0,0,2,0,"Partial",
"16518","1933","NM Highlands",0,0,0,1,2,0,"Partial",
"16953","1934","NM Highlands",0,0,0,0,2,0,"Partial",
"17398","1935","NM Highlands",0,0,0,0,1,0,"Partial",
"18233","1937","NM Highlands",0,0,0,0,1,0,"Partial",
"19795","1941","NM Highlands",0,0,0,0,2,0,"Partial",
"21920","1948","NM Highlands",0,0,0,0,1,0,"Partial",
"22266","1949","NM Highlands",0,0,0,0,1,0,"Partial",
"22602","1950","NM Highlands",0,0,0,0,1,0,"Partial",
"22923","1951","NM Highlands",0,0,0,1,0,0,"Partial",
"23242","1952","NM Highlands",0,0,0,0,1,0,"Partial",
"24144","1955","NM Highlands",0,0,0,1,0,0,"Partial",
"27956","1969","NM Highlands",0,0,0,0,0,1,"Partial",
"28228","1970","NM Highlands",0,0,0,1,1,0,"Partial",
"28487","1971","NM Highlands",0,0,0,0,2,0,"Partial",
"28741","1972","NM Highlands",0,0,0,0,1,0,"Partial",
"29249","1974","NM Highlands",0,0,0,0,1,0,"Partial",
"35981","1999","NM Highlands",0,0,0,0,1,0,"Partial",
"37426","2003","NM Highlands",0,0,0,0,1,0,"Partial",
"39260","2008","NM Highlands",0,0,0,0,1,0,"Partial",
"40709","2012","NM Highlands",0,0,0,0,1,0,"Partial",
"41068","2013","NM Highlands",0,0,0,0,1,0,"Partial",
"41453","2014","NM Highlands",0,0,0,0,1,0,"Partial",
"41816","2015","NM Highlands",0,0,0,0,1,0,"Partial",
"42173","2016","NM Highlands",0,0,0,0,1,0,"Partial",
"43865","2021","NM Highlands",0,0,0,0,1,0,"Partial",
"5643","1907","NM Military",0,0,0,0,1,0,"Partial",
"5990","1908","NM Military",0,0,0,0,2,0,"Partial",
"6355","1909","NM Military",0,0,0,1,1,0,"Partial",
"6739","1910","NM Military",0,0,0,2,0,0,"Partial",
"7110","1911","NM Military",0,0,0,0,1,1,"Partial",
"7482","1912","NM Military",0,0,0,2,0,0,"Partial",
"7861","1913","NM Military",0,0,0,0,2,0,"Partial",
"8220","1914","NM Military",0,0,0,2,2,0,"Partial",
"8593","1915","NM Military",0,0,0,1,1,0,"Partial",
"8988","1916","NM Military",0,0,0,2,0,0,"Partial",
"9385","1917","NM Military",0,0,0,1,0,0,"Partial",
"10046","1919","NM Military",0,0,0,1,0,2,"Partial",
"10438","1920","NM Military",0,0,0,1,1,1,"Partial",
"10865","1921","NM Military",0,0,0,1,1,0,"Partial",
"11340","1922","NM Military",0,0,0,0,2,0,"Partial",
"11812","1923","NM Military",0,0,0,1,1,0,"Partial",
"12278","1924","NM Military",0,0,0,1,0,1,"Partial",
"12754","1925","NM Military",0,0,0,0,2,0,"Partial",
"13242","1926","NM Military",0,0,0,1,1,0,"Partial",
"13711","1927","NM Military",0,0,0,1,2,0,"Partial",
"14187","1928","NM Military",0,0,0,2,0,0,"Partial",
"14665","1929","NM Military",0,0,0,1,1,1,"Partial",
"15132","1930","NM Military",0,0,0,0,3,0,"Partial",
"15607","1931","NM Military",0,0,0,0,3,0,"Partial",
"16062","1932","NM Military",0,0,0,2,1,0,"Partial",
"16519","1933","NM Military",0,0,0,1,0,2,"Partial",
"16954","1934","NM Military",0,0,0,0,3,0,"Partial",
"17399","1935","NM Military",0,0,0,1,2,0,"Partial",
"17814","1936","NM Military",0,0,0,1,2,0,"Partial",
"18234","1937","NM Military",0,0,0,1,1,0,"Partial",
"18649","1938","NM Military",0,0,0,0,1,0,"Partial",
"22267","1949","NM Military",0,0,0,0,1,0,"Partial",
"22603","1950","NM Military",0,0,0,0,1,0,"Partial",
"4238","1903","NM Mines",0,0,0,0,2,0,"Partial",
"4983","1905","NM Mines",0,0,0,0,1,0,"Partial",
"5320","1906","NM Mines",0,0,0,0,3,0,"Partial",
"5991","1908","NM Mines",0,0,0,0,3,0,"Partial",
"6356","1909","NM Mines",0,0,0,0,1,0,"Partial",
"6740","1910","NM Mines",0,0,0,1,1,0,"Partial",
"10047","1919","NM Mines",0,0,0,0,2,0,"Partial",
"10439","1920","NM Mines",0,0,0,0,1,0,"Partial",
"10866","1921","NM Mines",0,0,0,0,1,0,"Partial",
"13243","1926","NM Mines",0,0,0,0,2,0,"Partial",
"13712","1927","NM Mines",0,0,0,0,2,0,"Partial",
"14188","1928","NM Mines",0,0,0,0,2,0,"Partial",
"14666","1929","NM Mines",0,0,0,0,3,0,"Partial",
"15133","1930","NM Mines",0,0,0,0,1,0,"Partial",
"16063","1932","NM Mines",0,0,0,0,1,0,"Partial",
"21218","1946","Norfolk St.",0,0,0,0,0,1,"Partial",
"30038","1977","Norfolk St.",0,0,0,0,2,0,"Partial",
"31870","1984","Norfolk St.",0,0,0,0,1,0,"Partial",
"34599","1995","Norfolk St.",0,0,0,1,2,0,"Partial",
"34952","1996","Norfolk St.",0,0,0,3,1,0,"Partial",
"35297","1997","Norfolk St.",0,1,0,3,7,0,"FCSIndep",
"35632","1998","Norfolk St.",0,1,0,2,9,0,"FCSIndep",
"35982","1999","Norfolk St.",1,7,0,2,9,0,"MEAC",
"36350","2000","Norfolk St.",2,6,0,3,8,0,"MEAC",
"36713","2001","Norfolk St.",3,5,0,5,6,0,"MEAC",
"37074","2002","Norfolk St.",2,6,0,5,6,0,"MEAC",
"37427","2003","Norfolk St.",0,8,0,1,11,0,"MEAC",
"37787","2004","Norfolk St.",1,6,0,1,8,0,"MEAC",
"38157","2005","Norfolk St.",2,6,0,4,7,0,"MEAC",
"38518","2006","Norfolk St.",1,7,0,4,7,0,"MEAC",
"38885","2007","Norfolk St.",7,2,0,8,3,0,"MEAC",
"39261","2008","Norfolk St.",3,5,0,5,7,0,"MEAC",
"39634","2009","Norfolk St.",5,3,0,7,4,0,"MEAC",
"39996","2010","Norfolk St.",4,4,0,6,5,0,"MEAC",
"40353","2011","Norfolk St.",7,1,0,9,3,0,"MEAC",
"40710","2012","Norfolk St.",2,6,0,4,7,0,"MEAC",
"41069","2013","Norfolk St.",3,5,0,3,9,0,"MEAC",
"41454","2014","Norfolk St.",4,4,0,4,8,0,"MEAC",
"41817","2015","Norfolk St.",4,4,0,4,7,0,"MEAC",
"42174","2016","Norfolk St.",3,5,0,4,7,0,"MEAC",
"42535","2017","Norfolk St.",4,4,0,4,7,0,"MEAC",
"42898","2018","Norfolk St.",2,5,0,4,7,0,"MEAC",
"43262","2019","Norfolk St.",4,4,0,5,7,0,"MEAC",
"43866","2021","Norfolk St.",2,3,0,6,5,0,"MEAC",
"44225","2022","Norfolk St.",2,3,0,2,9,0,"MEAC",
"44582","2023","Norfolk St.",1,4,0,3,8,0,"MEAC",
"44955","2024","Norfolk St.",2,3,0,4,8,0,"MEAC",
"45330","2025","Norfolk St.",0,5,0,1,11,0,"MEAC",
"20659","1944","Norman NAS",0,0,0,6,0,0,"Indep",
"7484","1912","North Alabama",0,0,0,0,1,0,"Partial",
"13713","1927","North Alabama",0,0,0,0,1,0,"Partial",
"22268","1949","North Alabama",0,0,0,0,3,0,"Partial",
"22604","1950","North Alabama",0,0,0,1,2,0,"Partial",
"22925","1951","North Alabama",0,0,0,1,3,0,"Partial",
"23244","1952","North Alabama",0,0,0,3,1,0,"Partial",
"23547","1953","North Alabama",0,0,0,3,0,1,"Partial",
"23847","1954","North Alabama",0,0,0,3,1,0,"Partial",
"24146","1955","North Alabama",0,0,0,3,1,0,"Partial",
"24440","1956","North Alabama",0,0,0,2,1,0,"Partial",
"24727","1957","North Alabama",0,0,0,1,2,0,"Partial",
"25002","1958","North Alabama",0,0,0,2,1,0,"Partial",
"25267","1959","North Alabama",0,0,0,2,2,0,"Partial",
"25538","1960","North Alabama",0,0,0,3,1,0,"Partial",
"25801","1961","North Alabama",0,0,0,2,2,0,"Partial",
"26069","1962","North Alabama",0,0,0,1,2,1,"Partial",
"26343","1963","North Alabama",0,0,0,1,2,1,"Partial",
"26610","1964","North Alabama",0,0,0,0,4,0,"Partial",
"26879","1965","North Alabama",0,0,0,1,3,0,"Partial",
"27152","1966","North Alabama",0,0,0,1,2,0,"Partial",
"27418","1967","North Alabama",0,0,0,0,2,0,"Partial",
"27683","1968","North Alabama",0,0,0,1,1,0,"Partial",
"27957","1969","North Alabama",0,0,0,1,1,0,"Partial",
"28229","1970","North Alabama",0,0,0,0,2,0,"Partial",
"28488","1971","North Alabama",0,0,0,1,3,0,"Partial",
"28742","1972","North Alabama",0,0,0,0,4,0,"Partial",
"28993","1973","North Alabama",0,0,0,1,2,0,"Partial",
"29250","1974","North Alabama",0,0,0,1,1,0,"Partial",
"29509","1975","North Alabama",0,0,0,2,0,0,"Partial",
"29773","1976","North Alabama",0,0,0,0,2,0,"Partial",
"30039","1977","North Alabama",0,0,0,0,2,0,"Partial",
"30310","1978","North Alabama",0,0,0,0,2,0,"Partial",
"30584","1979","North Alabama",0,0,0,2,2,0,"Partial",
"30850","1980","North Alabama",0,0,0,5,1,0,"Partial",
"31112","1981","North Alabama",0,0,0,2,1,0,"Partial",
"31369","1982","North Alabama",0,0,0,2,1,0,"Partial",
"31623","1983","North Alabama",0,0,0,4,1,0,"Partial",
"31871","1984","North Alabama",0,0,0,2,0,0,"Partial",
"32125","1985","North Alabama",0,0,0,4,1,0,"Partial",
"32375","1986","North Alabama",0,0,0,0,2,0,"Partial",
"32625","1987","North Alabama",0,0,0,0,1,1,"Partial",
"32864","1988","North Alabama",0,0,0,0,3,0,"Partial",
"33102","1989","North Alabama",0,0,0,0,3,0,"Partial",
"33332","1990","North Alabama",0,0,0,1,2,0,"Partial",
"33579","1991","North Alabama",0,0,0,0,2,0,"Partial",
"33824","1992","North Alabama",0,0,0,1,3,0,"Partial",
"34065","1993","North Alabama",0,0,0,4,0,0,"Partial",
"34295","1994","North Alabama",0,0,0,4,0,0,"Partial",
"34600","1995","North Alabama",0,0,0,4,0,0,"Partial",
"35298","1997","North Alabama",0,0,0,1,1,0,"Partial",
"35983","1999","North Alabama",0,0,0,0,1,0,"Partial",
"37075","2002","North Alabama",0,0,0,0,1,0,"Partial",
"37428","2003","North Alabama",0,0,0,3,1,0,"Partial",
"38158","2005","North Alabama",0,0,0,3,1,0,"Partial",
"38519","2006","North Alabama",0,0,0,1,1,0,"Partial",
"38886","2007","North Alabama",0,0,0,1,1,0,"Partial",
"39262","2008","North Alabama",0,0,0,2,1,0,"Partial",
"39635","2009","North Alabama",0,0,0,1,1,0,"Partial",
"39997","2010","North Alabama",0,0,0,1,1,0,"Partial",
"40354","2011","North Alabama",0,0,0,1,1,0,"Partial",
"41070","2013","North Alabama",0,0,0,2,2,0,"Partial",
"41455","2014","North Alabama",0,0,0,0,1,0,"Partial",
"41818","2015","North Alabama",0,0,0,1,1,0,"Partial",
"42175","2016","North Alabama",0,0,0,3,2,0,"Partial",
"42899","2018","North Alabama",0,0,0,7,3,0,"FCSIndep",
"43263","2019","North Alabama",0,0,0,4,7,0,"FCSIndep",
"43558","2020","North Alabama",0,0,0,0,4,0,"Big South",
"43867","2021","North Alabama",3,4,0,3,8,0,"Big South",
"44226","2022","North Alabama",0,4,0,1,10,0,"AQ7",
"44583","2023","North Alabama",1,5,0,3,8,0,"UAC",
"44956","2024","North Alabama",3,5,0,3,9,0,"UAC",
"45331","2025","North Alabama",1,7,0,2,10,0,"UAC",
"375","1888","North Carolina",0,0,0,1,3,0,"Minor",
"456","1889","North Carolina",0,0,0,0,1,1,"Minor",
"723","1891","North Carolina",0,0,0,0,2,0,"Minor",
"897","1892","North Carolina",0,0,0,5,1,0,"Minor",
"1101","1893","North Carolina",0,0,0,3,4,0,"Minor",
"1336","1894","North Carolina",0,0,0,6,3,0,"Minor",
"1585","1895","North Carolina",0,0,0,7,1,1,"Minor",
"1896","1896","North Carolina",0,0,0,3,4,1,"Minor",
"2214","1897","North Carolina",0,0,0,7,3,0,"Minor",
"2512","1898","North Carolina",0,0,0,9,0,0,"Minor",
"2825","1899","North Carolina",0,0,0,7,3,1,"Minor",
"3173","1900","North Carolina",0,0,0,4,1,3,"Minor",
"3506","1901","North Carolina",0,0,0,7,2,0,"Minor",
"3858","1902","North Carolina",0,0,0,5,1,3,"Indep",
"4239","1903","North Carolina",0,0,0,6,3,0,"Indep",
"4609","1904","North Carolina",0,0,0,5,2,2,"Indep",
"4984","1905","North Carolina",0,0,0,4,3,1,"Indep",
"5321","1906","North Carolina",0,0,0,1,4,2,"Indep",
"5644","1907","North Carolina",0,0,0,4,4,1,"Indep",
"5992","1908","North Carolina",0,0,0,3,3,3,"Indep",
"6358","1909","North Carolina",0,0,0,5,2,0,"Indep",
"6742","1910","North Carolina",0,0,0,3,6,0,"Indep",
"7111","1911","North Carolina",0,0,0,6,1,1,"Indep",
"7485","1912","North Carolina",0,0,0,3,4,1,"Indep",
"7862","1913","North Carolina",0,0,0,5,4,0,"Indep",
"8221","1914","North Carolina",0,0,0,10,1,0,"Indep",
"8594","1915","North Carolina",0,0,0,4,3,1,"Indep",
"8989","1916","North Carolina",0,0,0,5,4,0,"Indep",
"10050","1919","North Carolina",0,0,0,4,3,1,"Indep",
"10440","1920","North Carolina",0,0,0,2,6,0,"Indep",
"10867","1921","North Carolina",0,0,0,5,2,2,"Indep",
"11341","1922","North Carolina",5,0,0,9,1,0,"Southern",
"11814","1923","North Carolina",2,2,1,5,3,1,"Southern",
"12279","1924","North Carolina",2,3,0,4,5,0,"Southern",
"12756","1925","North Carolina",4,0,1,7,1,1,"Southern",
"13244","1926","North Carolina",3,3,0,4,5,0,"Southern",
"13714","1927","North Carolina",2,5,0,4,6,0,"Southern",
"14190","1928","North Carolina",2,2,2,5,3,2,"Southern",
"14667","1929","North Carolina",7,1,0,9,1,0,"Southern",
"15135","1930","North Carolina",4,2,2,5,3,2,"Southern",
"15609","1931","North Carolina",2,3,3,4,3,3,"Southern",
"16066","1932","North Carolina",2,5,1,3,5,2,"Southern",
"16523","1933","North Carolina",2,1,0,4,5,0,"Southern",
"16957","1934","North Carolina",2,0,1,7,1,1,"Southern",
"17402","1935","North Carolina",4,1,0,8,1,0,"Southern",
"17817","1936","North Carolina",5,1,0,8,2,0,"Southern",
"18236","1937","North Carolina",4,0,1,7,1,1,"Southern",
"18651","1938","North Carolina",4,1,0,6,2,1,"Southern",
"19042","1939","North Carolina",5,1,0,8,1,1,"Southern",
"19422","1940","North Carolina",3,2,0,6,4,0,"Southern",
"19797","1941","North Carolina",2,4,0,3,7,0,"Southern",
"20162","1942","North Carolina",3,1,1,5,2,2,"Southern",
"20421","1943","North Carolina",2,2,0,6,3,0,"Southern",
"20660","1944","North Carolina",0,3,1,1,7,1,"Southern",
"20917","1945","North Carolina",2,2,0,5,5,0,"Southern",
"21219","1946","North Carolina",4,0,1,8,2,1,"Southern",
"21574","1947","North Carolina",4,1,0,8,2,0,"Southern",
"21921","1948","North Carolina",4,0,1,9,1,1,"Southern",
"22269","1949","North Carolina",5,0,0,7,4,0,"Southern",
"22605","1950","North Carolina",3,2,1,3,5,2,"Southern",
"22926","1951","North Carolina",2,3,0,2,8,0,"Southern",
"23245","1952","North Carolina",1,2,0,2,6,0,"Southern",
"23548","1953","North Carolina",2,3,0,4,6,0,"ACC",
"23848","1954","North Carolina",4,2,0,4,5,1,"ACC",
"24147","1955","North Carolina",3,3,0,3,7,0,"ACC",
"24441","1956","North Carolina",2,3,1,2,7,1,"ACC",
"24728","1957","North Carolina",4,3,0,6,4,0,"ACC",
"25003","1958","North Carolina",4,3,0,6,4,0,"ACC",
"25268","1959","North Carolina",5,2,0,5,5,0,"ACC",
"25539","1960","North Carolina",2,5,0,3,7,0,"ACC",
"25802","1961","North Carolina",4,3,0,5,5,0,"ACC",
"26070","1962","North Carolina",3,4,0,3,7,0,"ACC",
"26344","1963","North Carolina",6,1,0,9,2,0,"ACC",
"26611","1964","North Carolina",4,3,0,5,5,0,"ACC",
"26880","1965","North Carolina",3,3,0,4,6,0,"ACC",
"27153","1966","North Carolina",1,4,0,2,8,0,"ACC",
"27419","1967","North Carolina",2,5,0,2,8,0,"ACC",
"27684","1968","North Carolina",1,6,0,3,7,0,"ACC",
"27958","1969","North Carolina",3,3,0,5,5,0,"ACC",
"28230","1970","North Carolina",5,2,0,8,4,0,"ACC",
"28489","1971","North Carolina",6,0,0,9,3,0,"ACC",
"28743","1972","North Carolina",6,0,0,11,1,0,"ACC",
"28994","1973","North Carolina",1,5,0,4,7,0,"ACC",
"29251","1974","North Carolina",4,2,0,7,5,0,"ACC",
"29510","1975","North Carolina",1,4,1,3,7,1,"ACC",
"29774","1976","North Carolina",4,1,0,9,3,0,"ACC",
"30040","1977","North Carolina",5,0,1,8,3,1,"ACC",
"30311","1978","North Carolina",3,3,0,5,6,0,"ACC",
"30585","1979","North Carolina",3,3,0,8,3,1,"ACC",
"30851","1980","North Carolina",6,0,0,11,1,0,"ACC",
"31113","1981","North Carolina",5,1,0,10,2,0,"ACC",
"31370","1982","North Carolina",3,3,0,8,4,0,"ACC",
"31624","1983","North Carolina",4,2,0,8,4,0,"ACC",
"31872","1984","North Carolina",3,2,1,5,5,1,"ACC",
"32126","1985","North Carolina",3,4,0,5,6,0,"ACC",
"32376","1986","North Carolina",5,2,0,7,4,1,"ACC",
"32626","1987","North Carolina",3,4,0,5,6,0,"ACC",
"32865","1988","North Carolina",1,6,0,1,10,0,"ACC",
"33103","1989","North Carolina",0,7,0,1,10,0,"ACC",
"33333","1990","North Carolina",3,3,1,6,4,1,"ACC",
"33580","1991","North Carolina",3,4,0,7,4,0,"ACC",
"33825","1992","North Carolina",5,3,0,9,3,0,"ACC",
"34066","1993","North Carolina",6,2,0,10,3,0,"ACC",
"34296","1994","North Carolina",5,3,0,8,4,0,"ACC",
"34601","1995","North Carolina",4,4,0,7,5,0,"ACC",
"34953","1996","North Carolina",6,2,0,10,2,0,"ACC",
"35299","1997","North Carolina",7,1,0,11,1,0,"ACC",
"35633","1998","North Carolina",5,3,0,7,5,0,"ACC",
"35984","1999","North Carolina",2,6,0,3,8,0,"ACC",
"36351","2000","North Carolina",3,5,0,6,5,0,"ACC",
"36714","2001","North Carolina",5,3,0,8,5,0,"ACC",
"37076","2002","North Carolina",1,7,0,3,9,0,"ACC",
"37429","2003","North Carolina",1,7,0,2,10,0,"ACC",
"37788","2004","North Carolina",5,3,0,6,6,0,"ACC",
"38159","2005","North Carolina",4,4,0,5,6,0,"ACC","Coastal"
"38520","2006","North Carolina",2,6,0,3,9,0,"ACC","Coastal"
"38887","2007","North Carolina",3,5,0,4,8,0,"ACC","Coastal"
"39263","2008","North Carolina",4,4,0,8,5,0,"ACC","Coastal"
"39636","2009","North Carolina",4,4,0,8,5,0,"ACC","Coastal"
"39998","2010","North Carolina",4,4,0,8,5,0,"ACC","Coastal"
"40355","2011","North Carolina",3,5,0,7,6,0,"ACC","Coastal"
"40711","2012","North Carolina",5,3,0,8,4,0,"ACC","Coastal"
"41071","2013","North Carolina",4,4,0,7,6,0,"ACC","Coastal"
"41456","2014","North Carolina",4,4,0,6,7,0,"ACC","Coastal"
"41819","2015","North Carolina",8,0,0,11,3,0,"ACC","Coastal"
"42176","2016","North Carolina",5,3,0,8,5,0,"ACC","Coastal"
"42536","2017","North Carolina",1,7,0,3,9,0,"ACC","Coastal"
"42900","2018","North Carolina",1,7,0,2,9,0,"ACC","Coastal"
"43264","2019","North Carolina",4,4,0,7,6,0,"ACC","Coastal"
"43559","2020","North Carolina",7,3,0,8,4,0,"ACC",
"43869","2021","North Carolina",3,5,0,6,7,0,"ACC","Coastal"
"44228","2022","North Carolina",6,2,0,9,5,0,"ACC","Coastal"
"44585","2023","North Carolina",4,4,0,8,5,0,"ACC",
"44958","2024","North Carolina",3,5,0,6,7,0,"ACC",
"45332","2025","North Carolina",2,6,0,4,8,0,"ACC",
"3174","1900","North Central",0,0,0,0,1,0,"Partial",
"3507","1901","North Central",0,0,0,0,3,0,"Partial",
"4240","1903","North Central",0,0,0,0,2,0,"Partial",
"4610","1904","North Central",0,0,0,0,3,0,"Partial",
"4985","1905","North Central",0,0,0,0,2,1,"Partial",
"7863","1913","North Central",0,0,0,1,0,0,"Partial",
"10441","1920","North Central",0,0,0,1,0,0,"Partial",
"11342","1922","North Central",0,0,0,0,1,0,"Partial",
"12280","1924","North Central",0,0,0,0,1,0,"Partial",
"12757","1925","North Central",0,0,0,0,1,0,"Partial",
"14668","1929","North Central",0,0,0,0,0,1,"Partial",
"15136","1930","North Central",0,0,0,0,0,1,"Partial",
"15610","1931","North Central",0,0,0,1,0,0,"Partial",
"16067","1932","North Central",0,0,0,0,2,0,"Partial",
"16524","1933","North Central",0,0,0,1,0,0,"Partial",
"25269","1959","North Central",0,0,0,0,1,0,"Partial",
"25540","1960","North Central",0,0,0,0,1,0,"Partial",
"38160","2005","North Central",0,0,0,0,1,0,"Partial",
"38521","2006","North Central",0,0,0,1,1,0,"Partial",
"38888","2007","North Central",0,0,0,1,1,0,"Partial",
"39264","2008","North Central",0,0,0,1,1,0,"Partial",
"39999","2010","North Central",0,0,0,2,1,0,"Partial",
"40356","2011","North Central",0,0,0,1,1,0,"Partial",
"40712","2012","North Central",0,0,0,1,1,0,"Partial",
"41072","2013","North Central",0,0,0,3,1,0,"Partial",
"42177","2016","North Central",0,0,0,1,1,0,"Partial",
"42537","2017","North Central",0,0,0,1,1,0,"Partial",
"42901","2018","North Central",0,0,0,1,1,0,"Partial",
"43265","2019","North Central",0,0,0,5,0,0,"Partial",
"43870","2021","North Central",0,0,0,4,1,0,"Partial",
"44229","2022","North Central",0,0,0,5,0,0,"Partial",
"44586","2023","North Central",0,0,0,4,1,0,"Partial",
"44959","2024","North Central",0,0,0,5,0,0,"Partial",
"45333","2025","North Central",0,0,0,4,1,0,"Partial",
"2513","1898","North Dakota",0,0,0,0,1,0,"Partial",
"3175","1900","North Dakota",0,0,0,0,1,0,"Partial",
"3508","1901","North Dakota",0,0,0,0,1,0,"Partial",
"4611","1904","North Dakota",0,0,0,0,1,0,"Partial",
"4986","1905","North Dakota",0,0,0,0,1,0,"Partial",
"5322","1906","North Dakota",0,0,0,0,1,0,"Partial",
"7864","1913","North Dakota",0,0,0,0,1,0,"Partial",
"8222","1914","North Dakota",0,0,0,0,1,0,"Partial",
"8595","1915","North Dakota",0,0,0,0,1,0,"Partial",
"8990","1916","North Dakota",0,0,0,0,1,0,"Partial",
"10051","1919","North Dakota",0,0,0,0,1,0,"Partial",
"10442","1920","North Dakota",0,0,0,0,1,0,"Partial",
"10868","1921","North Dakota",0,0,0,0,1,0,"Partial",
"11343","1922","North Dakota",0,0,0,0,2,0,"Partial",
"11815","1923","North Dakota",0,0,0,0,2,0,"Partial",
"12281","1924","North Dakota",0,0,0,0,3,0,"Partial",
"12758","1925","North Dakota",0,0,0,0,2,0,"Partial",
"13245","1926","North Dakota",0,0,0,1,2,0,"Partial",
"13715","1927","North Dakota",0,0,0,0,2,0,"Partial",
"14669","1929","North Dakota",0,0,0,1,1,0,"Partial",
"15137","1930","North Dakota",0,0,0,1,1,0,"Partial",
"15611","1931","North Dakota",0,0,0,0,1,1,"Partial",
"16068","1932","North Dakota",0,0,0,1,0,0,"Partial",
