year,name1,round,game,seed1,team1,score1,seed2,team2,score2,ot
1987,Southeast Regional,64,613,6,Providence,90,11,UAB,68,
1987,Southeast Regional,64,614,3,Illinois,67,14,Austin Peay,68,
1987,Southeast Regional,64,615,7,New Orleans,83,10,BYU,79,
1987,Southeast Regional,64,616,2,Alabama,88,15,NC A&T,71,
1987,Midwest Regional,64,617,1,Indiana,92,16,Fairfield,58,
1987,Midwest Regional,64,618,8,Auburn,62,9,San Diego,61,
1987,Midwest Regional,64,619,5,Duke,58,12,Texas A&M,51,
1987,Midwest Regional,64,620,4,Missouri,69,13,Xavier,70,
1987,Midwest Regional,64,621,6,St. John's,57,11,Wichita St.,55,
1987,Midwest Regional,64,622,3,DePaul,76,14,Louisiana Tech,62,
1987,Midwest Regional,64,623,7,Georgia Tech,79,10,LSU,85,
1987,Midwest Regional,64,624,2,Temple,75,15,Southern,56,
1987,West Regional,64,625,1,UNLV,95,16,Idaho St.,70,
1987,West Regional,64,626,8,Georgia,79,9,Kansas St.,82,OT
1987,West Regional,64,627,5,Virginia,60,12,Wyoming,64,
1987,West Regional,64,628,4,UCLA,92,13,Central Mich.,73,
1987,West Regional,64,629,6,Oklahoma,74,11,Tulsa,69,
1987,West Regional,64,630,3,Pittsburgh,93,14,Marist,68,
1987,West Regional,64,631,7,UTEP,98,10,Arizona,91,OT
1987,West Regional,64,632,2,Iowa,99,15,Santa Clara,76,
1987,East Regional,32,501,1,North Carolina,109,9,Michigan,97,
1987,East Regional,32,502,5,Notre Dame,58,4,TCU,57,
1987,East Regional,32,503,6,Florida,85,3,Purdue,66,
1987,East Regional,32,504,10,Western Ky.,86,2,Syracuse,104,
1987,Southeast Regional,32,505,1,Georgetown,82,9,Ohio State,79,
1987,Southeast Regional,32,506,5,Kansas,67,13,Missouri St.,63,
1987,Southeast Regional,32,507,6,Providence,90,14,Austin Peay,87,OT
1987,Southeast Regional,32,508,7,New Orleans,76,2,Alabama,101,
1987,Midwest Regional,32,509,1,Indiana,107,8,Auburn,90,
1987,Midwest Regional,32,510,5,Duke,65,13,Xavier,60,
1987,Midwest Regional,32,511,6,St. John's,75,3,DePaul,83,OT
1987,Midwest Regional,32,512,10,LSU,72,2,Temple,62,
1987,West Regional,32,513,1,UNLV,80,9,Kansas St.,61,
1987,West Regional,32,514,12,Wyoming,78,4,UCLA,68,
1987,West Regional,32,515,6,Oklahoma,96,3,Pittsburgh,93,
1987,West Regional,32,516,7,UTEP,82,2,Iowa,84,
1987,East Regional,16,401,1,North Carolina,74,5,Notre Dame,68,
1987,East Regional,16,402,6,Florida,81,2,Syracuse,87,
1987,Southeast Regional,16,403,1,Georgetown,70,5,Kansas,57,
1987,Southeast Regional,16,404,6,Providence,103,2,Alabama,82,
1987,Midwest Regional,16,405,1,Indiana,88,5,Duke,82,
1987,Midwest Regional,16,406,3,DePaul,58,10,LSU,63,
1987,West Regional,16,407,1,UNLV,92,12,Wyoming,78,
1987,West Regional,16,408,6,Oklahoma,91,2,Iowa,93,OT
1987,East Regional,8,301,1,North Carolina,75,2,Syracuse,79,
1987,Southeast Regional,8,302,1,Georgetown,73,6,Providence,88,
1987,Midwest Regional,8,303,1,Indiana,77,10,LSU,76,
1987,West Regional,8,304,1,UNLV,84,2,Iowa,81,
1987,Final Four,4,201,2,Syracuse,77,6,Providence,63,
1987,Final Four,4,202,1,Indiana,97,1,UNLV,93,
1987,Final Four,2,101,2,Syracuse,73,1,Indiana,74,
1988,East Regional,64,601,1,Temple,87,16,Lehigh,73,
1988,East Regional,64,602,8,Georgetown,66,9,LSU,63,
1988,East Regional,64,603,5,Georgia Tech,90,12,Iowa State,78,
1988,East Regional,64,604,4,Indiana,69,13,Richmond,72,
1988,East Regional,64,605,6,Missouri,80,11,Rhode Island,87,
1988,East Regional,64,606,3,Syracuse,69,14,NC A&T,55,
1988,East Regional,64,607,7,SMU,83,10,Notre Dame,75,
1988,East Regional,64,608,2,Duke,85,15,Boston U.,69,
1988,Midwest Regional,64,609,1,Purdue,94,16,FDU,79,
1988,Midwest Regional,64,610,8,Baylor,60,9,Memphis,75,
1988,Midwest Regional,64,611,5,DePaul,83,12,Wichita St.,62,
1988,Midwest Regional,64,612,4,Kansas St.,66,13,La Salle,53,
1988,Midwest Regional,64,613,6,Kansas,85,11,Xavier,72,
1988,Midwest Regional,64,614,3,NC State,75,14,Murray St.,78,
1988,Midwest Regional,64,615,7,Vanderbilt,80,10,Utah State,77,
1988,Midwest Regional,64,616,2,Pittsburgh,108,15,Eastern Mich.,90,
1988,Southeast Regional,64,617,1,Oklahoma,94,16,Chattanooga,66,
1988,Southeast Regional,64,618,8,Auburn,90,9,Bradley,86,
1988,Southeast Regional,64,619,5,Louisville,70,12,Oregon St.,61,
1988,Southeast Regional,64,620,4,BYU,98,13,Charlotte,92,OT
1988,Southeast Regional,64,621,6,Villanova,82,11,Arkansas,74,
1988,Southeast Regional,64,622,3,Illinois,81,14,UTSA,72,
1988,Southeast Regional,64,623,7,Maryland,92,10,UCSB,82,
1988,Southeast Regional,64,624,2,Kentucky,99,15,Southern,84,
1988,West Regional,64,625,1,Arizona,90,16,Cornell,50,
1988,West Regional,64,626,8,Seton Hall,80,9,UTEP,64,
1988,West Regional,64,627,5,Iowa,102,12,Florida St.,98,
1988,West Regional,64,628,4,UNLV,54,13,Missouri St.,50,
1988,West Regional,64,629,6,Florida,62,11,St. John's,59,
1988,West Regional,64,630,3,Michigan,63,14,Boise St.,58,
1988,West Regional,64,631,7,Wyoming,115,10,Loyola Marymount,119,
1988,West Regional,64,632,2,North Carolina,83,15,North Texas,65,
1988,East Regional,32,501,1,Temple,74,8,Georgetown,53,
1988,East Regional,32,502,5,Georgia Tech,55,13,Richmond,59,
1988,East Regional,32,503,11,Rhode Island,97,3,Syracuse,94,
1988,East Regional,32,504,7,SMU,79,2,Duke,94,
1988,Midwest Regional,32,505,1,Purdue,100,9,Memphis,73,
1988,Midwest Regional,32,506,5,DePaul,58,4,Kansas St.,66,
1988,Midwest Regional,32,507,6,Kansas,61,14,Murray St.,58,
1988,Midwest Regional,32,508,7,Vanderbilt,80,2,Pittsburgh,74,OT
1988,Southeast Regional,32,509,1,Oklahoma,107,8,Auburn,87,
1988,Southeast Regional,32,510,5,Louisville,97,4,BYU,76,
1988,Southeast Regional,32,511,6,Villanova,66,3,Illinois,63,
1988,Southeast Regional,32,512,7,Maryland,81,2,Kentucky,90,
1988,West Regional,32,513,1,Arizona,84,8,Seton Hall,55,
1988,West Regional,32,514,5,Iowa,104,4,UNLV,86,
1988,West Regional,32,515,6,Florida,85,3,Michigan,108,
1988,West Regional,32,516,10,Loyola Marymount,97,2,North Carolina,123,
1988,East Regional,16,401,1,Temple,69,13,Richmond,47,
1988,East Regional,16,402,11,Rhode Island,72,2,Duke,73,
1988,Midwest Regional,16,403,1,Purdue,70,4,Kansas St.,73,
1988,Midwest Regional,16,404,6,Kansas,77,7,Vanderbilt,64,
1988,Southeast Regional,16,405,1,Oklahoma,108,5,Louisville,98,
1988,Southeast Regional,16,406,6,Villanova,80,2,Kentucky,74,
1988,West Regional,16,407,1,Arizona,99,5,Iowa,79,
1988,West Regional,16,408,3,Michigan,69,2,North Carolina,78,
1988,East Regional,8,301,1,Temple,53,2,Duke,63,
1988,Midwest Regional,8,302,4,Kansas St.,58,6,Kansas,71,
1988,Southeast Regional,8,303,1,Oklahoma,78,6,Villanova,59,
1988,West Regional,8,304,1,Arizona,70,2,North Carolina,52,
1988,Final Four,4,201,2,Duke,59,6,Kansas,66,
1988,Final Four,4,202,1,Oklahoma,86,1,Arizona,78,
1988,Final Four,2,101,6,Kansas,83,1,Oklahoma,79,
1989,East Regional,64,601,1,Georgetown,50,16,Princeton,49,
1989,East Regional,64,602,8,Vanderbilt,65,9,Notre Dame,81,
1989,East Regional,64,603,5,NC State,81,12,South Carolina,66,
1989,East Regional,64,604,4,Iowa,87,13,Rutgers,73,
1989,East Regional,64,605,6,Kansas St.,75,11,Minnesota,86,
1989,East Regional,64,606,3,Stanford,78,14,Siena,80,
1989,East Regional,64,607,7,West Virginia,84,10,Tennessee,68,
1989,East Regional,64,608,2,Duke,90,15,SC State,69,
1989,West Regional,64,609,1,Arizona,94,16,Robert Morris,60,
1989,West Regional,64,610,8,St. Mary's,70,9,Clemson,83,
1989,West Regional,64,611,5,Memphis,63,12,DePaul,66,
1989,West Regional,64,612,4,UNLV,68,13,Idaho,56,
1989,West Regional,64,613,6,Oregon St.,90,11,Evansville,94,OT
1989,West Regional,64,614,3,Seton Hall,60,14,Missouri St.,51,
1989,West Regional,64,615,7,UTEP,85,10,LSU,74,
1989,West Regional,64,616,2,Indiana,99,15,George Mason,85,
1989,Midwest Regional,64,617,1,Illinois,77,16,McNeese,71,
1989,Midwest Regional,64,618,8,Pittsburgh,64,9,Ball State,68,
1989,Midwest Regional,64,619,5,Arkansas,120,12,Loyola Marymount,101,
1989,Midwest Regional,64,620,4,Louisville,76,13,Little Rock,71,
1989,Midwest Regional,64,621,6,Georgia Tech,70,11,Texas,76,
1989,Midwest Regional,64,622,3,Missouri,85,14,Creighton,69,
1989,Midwest Regional,64,623,7,Florida,46,10,Colorado St.,68,
1989,Midwest Regional,64,624,2,Syracuse,104,15,Bucknell,81,
1989,Southeast Regional,64,625,1,Oklahoma,72,16,ETSU,71,
1989,Southeast Regional,64,626,8,La Salle,74,9,Louisiana Tech,83,
1989,Southeast Regional,64,627,5,Virginia,100,12,Providence,97,
1989,Southeast Regional,64,628,4,Florida St.,83,13,Middle Tenn.,97,
1989,Southeast Regional,64,629,6,Alabama,84,11,South Alabama,86,
1989,Southeast Regional,64,630,3,Michigan,92,14,Xavier,87,
1989,Southeast Regional,64,631,7,UCLA,84,10,Iowa State,74,
1989,Southeast Regional,64,632,2,North Carolina,93,15,Southern,79,
1989,East Regional,32,501,1,Georgetown,81,9,Notre Dame,74,
1989,East Regional,32,502,5,NC State,102,4,Iowa,96,2OT
1989,East Regional,32,503,11,Minnesota,80,14,Siena,67,
1989,East Regional,32,504,7,West Virginia,63,2,Duke,70,
1989,West Regional,32,505,1,Arizona,94,9,Clemson,68,
1989,West Regional,32,506,12,DePaul,70,4,UNLV,85,
1989,West Regional,32,507,11,Evansville,73,3,Seton Hall,87,
1989,West Regional,32,508,7,UTEP,69,2,Indiana,92,
1989,Midwest Regional,32,509,1,Illinois,72,9,Ball State,60,
1989,Midwest Regional,32,510,5,Arkansas,84,4,Louisville,93,
1989,Midwest Regional,32,511,11,Texas,89,3,Missouri,108,
1989,Midwest Regional,32,512,10,Colorado St.,50,2,Syracuse,65,
1989,Southeast Regional,32,513,1,Oklahoma,124,9,Louisiana Tech,81,
1989,Southeast Regional,32,514,5,Virginia,104,13,Middle Tenn.,88,
1989,Southeast Regional,32,515,11,South Alabama,82,3,Michigan,91,
1989,Southeast Regional,32,516,7,UCLA,81,2,North Carolina,88,
1989,East Regional,16,401,1,Georgetown,69,5,NC State,61,
1989,East Regional,16,402,11,Minnesota,70,2,Duke,87,
1989,West Regional,16,403,1,Arizona,67,4,UNLV,68,
1989,West Regional,16,404,3,Seton Hall,78,2,Indiana,65,
1989,Midwest Regional,16,405,1,Illinois,83,4,Louisville,69,
1989,Midwest Regional,16,406,3,Missouri,80,2,Syracuse,83,
1989,Southeast Regional,16,407,1,Oklahoma,80,5,Virginia,86,
1989,Southeast Regional,16,408,3,Michigan,92,2,North Carolina,87,
1989,East Regional,8,301,1,Georgetown,77,2,Duke,85,
1989,West Regional,8,302,4,UNLV,61,3,Seton Hall,84,
1989,Midwest Regional,8,303,1,Illinois,89,2,Syracuse,86,
1989,Southeast Regional,8,304,5,Virginia,65,3,Michigan,102,
1989,Final Four,4,201,2,Duke,78,3,Seton Hall,95,
1989,Final Four,4,202,1,Illinois,81,3,Michigan,83,
1989,Final Four,2,101,3,Seton Hall,79,3,Michigan,80,OT
1990,East Regional,64,601,1,Connecticut,76,16,Boston U.,52,
1990,East Regional,64,602,8,Indiana,63,9,California,65,
1990,East Regional,64,603,5,Clemson,49,12,BYU,47,
1990,East Regional,64,604,4,La Salle,79,13,Southern Miss,63,
1990,East Regional,64,605,6,St. John's,81,11,Temple,65,
1990,East Regional,64,606,3,Duke,81,14,Richmond,46,
1990,East Regional,64,607,7,UCLA,68,10,UAB,56,
1990,East Regional,64,608,2,Kansas,79,15,Robert Morris,71,
1990,Midwest Regional,64,609,1,Oklahoma,77,16,Towson,68,
1990,Midwest Regional,64,610,8,North Carolina,83,9,Missouri St.,70,
1990,Midwest Regional,64,611,5,Illinois,86,12,Dayton,88,
1990,Midwest Regional,64,612,4,Arkansas,68,13,Princeton,64,
1990,Midwest Regional,64,613,6,Xavier,87,11,Kansas St.,79,
1990,Midwest Regional,64,614,3,Georgetown,70,14,Texas Southern,52,
1990,Midwest Regional,64,615,7,Georgia,88,10,Texas,100,
1990,Midwest Regional,64,616,2,Purdue,75,15,UL Monroe,63,
1990,Southeast Regional,64,617,1,Michigan St.,75,16,Murray St.,71,OT
1990,Southeast Regional,64,618,8,Houston,66,9,UCSB,70,
1990,Southeast Regional,64,619,5,LSU,70,12,Villanova,63,
1990,Southeast Regional,64,620,4,Georgia Tech,99,13,ETSU,83,
1990,Southeast Regional,64,621,6,Minnesota,64,11,UTEP,61,OT
1990,Southeast Regional,64,622,3,Missouri,71,14,Northern Iowa,74,
1990,Southeast Regional,64,623,7,Virginia,75,10,Notre Dame,67,
1990,Southeast Regional,64,624,2,Syracuse,70,15,Coppin St.,48,
1990,West Regional,64,625,1,UNLV,102,16,Little Rock,72,
1990,West Regional,64,626,8,Ohio State,84,9,Providence,83,OT
1990,West Regional,64,627,5,Oregon St.,53,12,Ball State,54,
1990,West Regional,64,628,4,Louisville,78,13,Idaho,59,
1990,West Regional,64,629,6,New Mexico St.,92,11,Loyola Marymount,111,
1990,West Regional,64,630,3,Michigan,76,14,Illinois St.,70,
1990,West Regional,64,631,7,Alabama,71,10,Colorado St.,54,
1990,West Regional,64,632,2,Arizona,79,15,South Florida,67,
1990,East Regional,32,501,1,Connecticut,74,9,California,54,
1990,East Regional,32,502,5,Clemson,79,4,La Salle,75,
1990,East Regional,32,503,6,St. John's,72,3,Duke,76,
1990,East Regional,32,504,7,UCLA,71,2,Kansas,70,
1990,Midwest Regional,32,505,1,Oklahoma,77,8,North Carolina,79,
1990,Midwest Regional,32,506,12,Dayton,84,4,Arkansas,86,
1990,Midwest Regional,32,507,6,Xavier,74,3,Georgetown,71,
1990,Midwest Regional,32,508,10,Texas,73,2,Purdue,72,
1990,Southeast Regional,32,509,1,Michigan St.,62,9,UCSB,58,
1990,Southeast Regional,32,510,5,LSU,91,4,Georgia Tech,94,
1990,Southeast Regional,32,511,6,Minnesota,81,14,Northern Iowa,78,
1990,Southeast Regional,32,512,7,Virginia,61,2,Syracuse,63,
1990,West Regional,32,513,1,UNLV,76,8,Ohio State,65,
1990,West Regional,32,514,12,Ball State,62,4,Louisville,60,
1990,West Regional,32,515,11,Loyola Marymount,149,3,Michigan,115,
1990,West Regional,32,516,7,Alabama,77,2,Arizona,55,
1990,East Regional,16,401,1,Connecticut,71,5,Clemson,70,
1990,East Regional,16,402,3,Duke,90,7,UCLA,81,
1990,Midwest Regional,16,403,8,North Carolina,73,4,Arkansas,96,
1990,Midwest Regional,16,404,6,Xavier,89,10,Texas,102,
1990,Southeast Regional,16,405,1,Michigan St.,80,4,Georgia Tech,81,OT
1990,Southeast Regional,16,406,6,Minnesota,82,2,Syracuse,75,
1990,West Regional,16,407,1,UNLV,69,12,Ball State,67,
1990,West Regional,16,408,11,Loyola Marymount,62,7,Alabama,60,
1990,East Regional,8,301,1,Connecticut,78,3,Duke,79,OT
1990,Midwest Regional,8,302,4,Arkansas,88,10,Texas,85,
1990,Southeast Regional,8,303,4,Georgia Tech,93,6,Minnesota,91,
1990,West Regional,8,304,1,UNLV,131,11,Loyola Marymount,101,
1990,Final Four,4,201,3,Duke,97,4,Arkansas,83,
1990,Final Four,4,202,4,Georgia Tech,81,1,UNLV,90,
1990,Final Four,2,101,3,Duke,73,1,UNLV,103,
1991,East Regional,64,601,1,North Carolina,101,16,Northeastern,66,
1991,East Regional,64,602,8,Princeton,48,9,Villanova,50,
1991,East Regional,64,603,5,Miss State,56,12,Eastern Mich.,76,
1991,East Regional,64,604,4,UCLA,69,13,Penn State,74,
1991,East Regional,64,605,6,NC State,114,11,Southern Miss,85,
1991,East Regional,64,606,3,Oklahoma St.,67,14,New Mexico,54,
1991,East Regional,64,607,7,Purdue,63,10,Temple,80,
1991,East Regional,64,608,2,Syracuse,69,15,Richmond,73,
1991,Southeast Regional,64,609,1,Arkansas,117,16,Georgia St.,76,
1991,Southeast Regional,64,610,8,Arizona St.,79,9,Rutgers,76,
1991,Southeast Regional,64,611,5,Wake Forest,71,12,Louisiana Tech,65,
1991,Southeast Regional,64,612,4,Alabama,89,13,Murray St.,79,
1991,Southeast Regional,64,613,6,Pittsburgh,76,11,Georgia,68,OT
1991,Southeast Regional,64,614,3,Kansas,55,14,New Orleans,49,
1991,Southeast Regional,64,615,7,Florida St.,75,10,USC,72,
1991,Southeast Regional,64,616,2,Indiana,79,15,Coastal Carolina,69,
1991,Midwest Regional,64,617,1,Ohio State,97,16,Towson,86,
1991,Midwest Regional,64,618,8,Georgia Tech,87,9,DePaul,70,
1991,Midwest Regional,64,619,5,Texas,73,12,St. Peter's,65,
1991,Midwest Regional,64,620,4,St. John's,75,13,Northern Ill.,68,
1991,Midwest Regional,64,621,6,LSU,62,11,Connecticut,79,
1991,Midwest Regional,64,622,3,Nebraska,84,14,Xavier,89,
1991,Midwest Regional,64,623,7,Iowa,76,10,ETSU,73,
1991,Midwest Regional,64,624,2,Duke,102,15,UL Monroe,73,
1991,West Regional,64,625,1,UNLV,99,16,Montana,65,
1991,West Regional,64,626,8,Georgetown,70,9,Vanderbilt,60,
1991,West Regional,64,627,5,Michigan St.,60,12,Green Bay,58,
1991,West Regional,64,628,4,Utah,82,13,South Alabama,72,
1991,West Regional,64,629,6,New Mexico St.,56,11,Creighton,64,
1991,West Regional,64,630,3,Seton Hall,71,14,Pepperdine,51,
1991,West Regional,64,631,7,Virginia,48,10,BYU,61,
1991,West Regional,64,632,2,Arizona,93,15,St. Francis PA,80,
1991,East Regional,32,501,1,North Carolina,84,9,Villanova,69,
1991,East Regional,32,502,12,Eastern Mich.,71,13,Penn State,68,OT
1991,East Regional,32,503,6,NC State,64,3,Oklahoma St.,73,
1991,East Regional,32,504,10,Temple,77,15,Richmond,64,
1991,Southeast Regional,32,505,1,Arkansas,97,8,Arizona St.,90,
1991,Southeast Regional,32,506,5,Wake Forest,88,4,Alabama,96,
1991,Southeast Regional,32,507,6,Pittsburgh,66,3,Kansas,77,
1991,Southeast Regional,32,508,7,Florida St.,60,2,Indiana,82,
1991,Midwest Regional,32,509,1,Ohio State,65,8,Georgia Tech,61,
1991,Midwest Regional,32,510,5,Texas,76,4,St. John's,84,
1991,Midwest Regional,32,511,11,Connecticut,66,14,Xavier,50,
1991,Midwest Regional,32,512,7,Iowa,70,2,Duke,85,
1991,West Regional,32,513,1,UNLV,62,8,Georgetown,54,
1991,West Regional,32,514,5,Michigan St.,84,4,Utah,85,2OT
1991,West Regional,32,515,11,Creighton,69,3,Seton Hall,81,
1991,West Regional,32,516,10,BYU,61,2,Arizona,76,
1991,East Regional,16,401,1,North Carolina,93,12,Eastern Mich.,67,
1991,East Regional,16,402,3,Oklahoma St.,63,10,Temple,72,OT
1991,Southeast Regional,16,403,1,Arkansas,93,4,Alabama,70,
1991,Southeast Regional,16,404,3,Kansas,83,2,Indiana,65,
1991,Midwest Regional,16,405,1,Ohio State,74,4,St. John's,91,
1991,Midwest Regional,16,406,11,Connecticut,67,2,Duke,81,
1991,West Regional,16,407,1,UNLV,83,4,Utah,66,
1991,West Regional,16,408,3,Seton Hall,81,2,Arizona,77,
1991,East Regional,8,301,1,North Carolina,75,10,Temple,72,
1991,Southeast Regional,8,302,1,Arkansas,81,3,Kansas,93,
1991,Midwest Regional,8,303,4,St. John's,61,2,Duke,78,
1991,West Regional,8,304,1,UNLV,77,3,Seton Hall,65,
1991,Final Four,4,201,1,North Carolina,73,3,Kansas,79,
1991,Final Four,4,202,2,Duke,79,1,UNLV,77,
1991,Final Four,2,101,3,Kansas,65,2,Duke,72,
1992,East Regional,64,601,1,Duke,82,16,Campbell,56,
1992,East Regional,64,602,8,Texas,92,9,Iowa,98,
1992,East Regional,64,603,5,Missouri,89,12,West Virginia,78,
1992,East Regional,64,604,4,Seton Hall,78,13,La Salle,76,
1992,East Regional,64,605,6,Syracuse,51,11,Princeton,43,
1992,East Regional,64,606,3,Massachusetts,85,14,Fordham,58,
1992,East Regional,64,607,7,Charlotte,74,10,Iowa State,76,
1992,East Regional,64,608,2,Kentucky,88,15,Old Dominion,69,
1992,West Regional,64,609,1,UCLA,73,16,Robert Morris,53,
1992,West Regional,64,610,8,Louisville,81,9,Wake Forest,58,
1992,West Regional,64,611,5,DePaul,73,12,New Mexico St.,81,
1992,West Regional,64,612,4,Oklahoma,83,13,Louisiana,87,
1992,West Regional,64,613,6,Georgetown,75,11,South Florida,60,
1992,West Regional,64,614,3,Florida St.,78,14,Montana,68,
1992,West Regional,64,615,7,LSU,94,10,BYU,83,
1992,West Regional,64,616,2,Indiana,94,15,Eastern Ill.,55,
1992,Midwest Regional,64,617,1,Kansas,100,16,Howard,67,
1992,Midwest Regional,64,618,8,Evansville,50,9,UTEP,55,
1992,Midwest Regional,64,619,5,Michigan St.,61,12,Missouri St.,54,
1992,Midwest Regional,64,620,4,Cincinnati,85,13,Delaware,47,
1992,Midwest Regional,64,621,6,Memphis,80,11,Pepperdine,70,
1992,Midwest Regional,64,622,3,Arkansas,80,14,Murray St.,69,
1992,Midwest Regional,64,623,7,Georgia Tech,65,10,Houston,60,
1992,Midwest Regional,64,624,2,USC,84,15,UL Monroe,54,
1992,Southeast Regional,64,625,1,Ohio State,83,16,Miss Valley,56,
1992,Southeast Regional,64,626,8,Nebraska,65,9,Connecticut,86,
1992,Southeast Regional,64,627,5,Alabama,80,12,Stanford,75,
1992,Southeast Regional,64,628,4,North Carolina,68,13,Miami Ohio,63,
1992,Southeast Regional,64,629,6,Michigan,73,11,Temple,66,
1992,Southeast Regional,64,630,3,Arizona,80,14,ETSU,87,
1992,Southeast Regional,64,631,7,St. John's,57,10,Tulane,61,
1992,Southeast Regional,64,632,2,Oklahoma St.,100,15,Ga. Southern,73,
1992,East Regional,32,501,1,Duke,75,9,Iowa,62,
1992,East Regional,32,502,5,Missouri,71,4,Seton Hall,88,
1992,East Regional,32,503,6,Syracuse,71,3,Massachusetts,77,OT
1992,East Regional,32,504,10,Iowa State,98,2,Kentucky,106,
1992,West Regional,32,505,1,UCLA,85,8,Louisville,69,
1992,West Regional,32,506,12,New Mexico St.,81,13,Louisiana,73,
1992,West Regional,32,507,6,Georgetown,68,3,Florida St.,78,
1992,West Regional,32,508,7,LSU,79,2,Indiana,89,
1992,Midwest Regional,32,509,1,Kansas,60,9,UTEP,66,
1992,Midwest Regional,32,510,5,Michigan St.,65,4,Cincinnati,77,
1992,Midwest Regional,32,511,6,Memphis,82,3,Arkansas,80,
1992,Midwest Regional,32,512,7,Georgia Tech,79,2,USC,78,
1992,Southeast Regional,32,513,1,Ohio State,78,9,Connecticut,55,
1992,Southeast Regional,32,514,5,Alabama,55,4,North Carolina,64,
1992,Southeast Regional,32,515,6,Michigan,102,14,ETSU,90,
1992,Southeast Regional,32,516,10,Tulane,71,2,Oklahoma St.,87,
1992,East Regional,16,401,1,Duke,81,4,Seton Hall,69,
1992,East Regional,16,402,3,Massachusetts,77,2,Kentucky,87,
1992,West Regional,16,403,1,UCLA,85,12,New Mexico St.,78,
1992,West Regional,16,404,3,Florida St.,74,2,Indiana,85,
1992,Midwest Regional,16,405,9,UTEP,67,4,Cincinnati,69,
1992,Midwest Regional,16,406,6,Memphis,83,7,Georgia Tech,79,OT
1992,Southeast Regional,16,407,1,Ohio State,80,4,North Carolina,73,
1992,Southeast Regional,16,408,6,Michigan,75,2,Oklahoma St.,72,
1992,East Regional,8,301,1,Duke,104,2,Kentucky,103,OT
1992,West Regional,8,302,1,UCLA,79,2,Indiana,106,
1992,Midwest Regional,8,303,4,Cincinnati,88,6,Memphis,57,
1992,Southeast Regional,8,304,1,Ohio State,71,6,Michigan,75,OT
1992,Final Four,4,201,1,Duke,81,2,Indiana,78,
