sport,year,round,event,name1,name2,seed1,team1,score1,seed2,team2,score2,ot,loc
NCAABB,1942,8,EASF,East Regional,Semifinals,,Kentucky,46,,Illinois,44,,
NCAABB,1942,8,WESF,West Regional,Semifinals,,Colorado,46,,Kansas,44,,
NCAABB,1942,8,WESF,West Regional,Semifinals,,Stanford,53,,Rice,47,,
NCAABB,1942,5,EA3rd,East Regional,Third Place,,Penn State,41,,Illinois,34,,
NCAABB,1942,5,WE3rd,West Regional,Third Place,,Kansas,55,,Rice,53,,
NCAABB,1942,4,EAFinal,East Regional,Final,,Dartmouth,47,,Kentucky,28,,
NCAABB,1942,4,WEFinal,West Regional,Final,,Stanford,46,,Colorado,35,,
NCAABB,1942,2,NCAAFinal,Championship,,,Stanford,53,,Dartmouth,38,,Kansas City
NCAABB,1943,8,EASF,East Regional,Semifinals,,DePaul,46,,Dartmouth,35,,
NCAABB,1943,8,EASF,East Regional,Semifinals,,Georgetown,55,,NYU,36,,
NCAABB,1943,8,WESF,West Regional,Semifinals,,Texas,59,,Washington,55,,
NCAABB,1943,8,WESF,West Regional,Semifinals,,Wyoming,53,,Oklahoma,50,,
NCAABB,1943,5,EA3rd,East Regional,Third Place,,Dartmouth,51,,NYU,49,,
NCAABB,1943,5,WE3rd,West Regional,Third Place,,Oklahoma,48,,Washington,43,,
NCAABB,1943,4,EAFinal,East Regional,Final,,Georgetown,53,,DePaul,49,,
NCAABB,1943,4,WEFinal,West Regional,Final,,Wyoming,58,,Texas,54,,
NCAABB,1943,2,NCAAFinal,Championship,,,Wyoming,46,,Georgetown,34,,New York
NCAABB,1944,8,EASF,East Regional,Semifinals,,Dartmouth,63,,Catholic,38,,
NCAABB,1944,8,EASF,East Regional,Semifinals,,Ohio State,57,,Temple,47,,
NCAABB,1944,8,WESF,West Regional,Semifinals,,Iowa State,44,,Pepperdine,39,,
NCAABB,1944,8,WESF,West Regional,Semifinals,,Utah,45,,Missouri,35,,
NCAABB,1944,5,EA3rd,East Regional,Third Place,,Temple,55,,Catholic,35,,
NCAABB,1944,5,WE3rd,West Regional,Third Place,,Missouri,61,,Pepperdine,46,,
NCAABB,1944,4,EAFinal,East Regional,Final,,Dartmouth,60,,Ohio State,53,,
NCAABB,1944,4,WEFinal,West Regional,Final,,Utah,40,,Iowa State,31,,
NCAABB,1944,2,NCAAFinal,Championship,,,Utah,42,,Dartmouth,40,,New York
NCAABB,1945,8,EASF,East Regional,Semifinals,,NYU,59,,Tufts,44,,
NCAABB,1945,8,EASF,East Regional,Semifinals,,Ohio State,45,,Kentucky,37,,
NCAABB,1945,8,WESF,West Regional,Semifinals,,Arkansas,79,,Oregon,76,,
NCAABB,1945,8,WESF,West Regional,Semifinals,,Oklahoma St.,62,,Utah,37,,
NCAABB,1945,5,EA3rd,East Regional,Third Place,,Kentucky,66,,Tufts,56,,
NCAABB,1945,5,WE3rd,West Regional,Third Place,,Oregon,69,,Utah,66,,
NCAABB,1945,4,EAFinal,East Regional,Final,,NYU,70,,Ohio State,65,OT,
NCAABB,1945,4,WEFinal,West Regional,Final,,Oklahoma St.,68,,Arkansas,41,,
NCAABB,1945,2,NCAAFinal,Championship,,,Oklahoma St.,49,,NYU,45,,New York
NCAABB,1946,8,EASF,East Regional,Semifinals,,North Carolina,57,,NYU,49,,
NCAABB,1946,8,EASF,East Regional,Semifinals,,Ohio State,46,,Harvard,38,,
NCAABB,1946,8,WESF,West Regional,Semifinals,,California,50,,Colorado,44,,
NCAABB,1946,8,WESF,West Regional,Semifinals,,Oklahoma St.,44,,Baylor,29,,
NCAABB,1946,5,EA3rd,East Regional,Third Place,,NYU,67,,Harvard,61,,
NCAABB,1946,5,WE3rd,West Regional,Third Place,,Colorado,59,,Baylor,44,,
NCAABB,1946,4,EAFinal,East Regional,Final,,North Carolina,60,,Ohio State,57,OT,
NCAABB,1946,4,WEFinal,West Regional,Final,,Oklahoma St.,52,,California,35,,
NCAABB,1946,3,NCAA3rd,Third Place,,,Ohio State,63,,California,45,,
NCAABB,1946,2,NCAAFinal,Championship,,,Oklahoma St.,43,,North Carolina,40,,New York
NCAABB,1947,8,EASF,East Regional,Semifinals,,CCNY,70,,Wisconsin,56,,
NCAABB,1947,8,EASF,East Regional,Semifinals,,Holy Cross,55,,Navy,47,,
NCAABB,1947,8,WESF,West Regional,Semifinals,,Oklahoma,56,,Oregon St.,54,,
NCAABB,1947,8,WESF,West Regional,Semifinals,,Texas,42,,Wyoming,40,,
NCAABB,1947,5,EA3rd,East Regional,Third Place,,Wisconsin,50,,Navy,49,,
NCAABB,1947,5,WE3rd,West Regional,Third Place,,Oregon St.,63,,Wyoming,46,,
NCAABB,1947,4,EAFinal,East Regional,Final,,Holy Cross,60,,CCNY,45,,
NCAABB,1947,4,WEFinal,West Regional,Final,,Oklahoma,55,,Texas,54,,
NCAABB,1947,3,NCAA3rd,Third Place,,,Texas,54,,CCNY,50,,
NCAABB,1947,2,NCAAFinal,Championship,,,Holy Cross,58,,Oklahoma,47,,New York
NCAABB,1948,8,EASF,East Regional,Semifinals,,Holy Cross,63,,Michigan,45,,
NCAABB,1948,8,EASF,East Regional,Semifinals,,Kentucky,76,,Columbia,53,,
NCAABB,1948,8,WESF,West Regional,Semifinals,,Baylor,64,,Washington,62,,
NCAABB,1948,8,WESF,West Regional,Semifinals,,Kansas St.,58,,Wyoming,48,,
NCAABB,1948,5,EA3rd,East Regional,Third Place,,Michigan,66,,Columbia,49,,
NCAABB,1948,5,WE3rd,West Regional,Third Place,,Washington,57,,Wyoming,47,,
NCAABB,1948,4,EAFinal,East Regional,Final,,Kentucky,60,,Holy Cross,52,,
NCAABB,1948,4,WEFinal,West Regional,Final,,Baylor,60,,Kansas St.,52,,
NCAABB,1948,3,NCAA3rd,Third Place,,,Holy Cross,60,,Kansas St.,54,,
NCAABB,1948,2,NCAAFinal,Championship,,,Kentucky,58,,Baylor,42,,New York
NCAABB,1949,8,EASF,East Regional,Semifinals,,Illinois,71,,Yale,67,,
NCAABB,1949,8,EASF,East Regional,Semifinals,,Kentucky,85,,Villanova,72,,
NCAABB,1949,8,WESF,West Regional,Semifinals,,Oklahoma St.,40,,Wyoming,39,,
NCAABB,1949,8,WESF,West Regional,Semifinals,,Oregon St.,56,,Arkansas,38,,
NCAABB,1949,5,EA3rd,East Regional,Third Place,,Villanova,78,,Yale,67,,
NCAABB,1949,5,WE3rd,West Regional,Third Place,,Arkansas,61,,Wyoming,48,,
NCAABB,1949,4,EAFinal,East Regional,Final,,Kentucky,76,,Illinois,47,,
NCAABB,1949,4,WEFinal,West Regional,Final,,Oklahoma St.,55,,Oregon St.,30,,
NCAABB,1949,3,NCAA3rd,Third Place,,,Illinois,57,,Oregon St.,53,,
NCAABB,1949,2,NCAAFinal,Championship,,,Kentucky,46,,Oklahoma St.,36,,Seattle
NCAABB,1950,8,EASF,East Regional,Semifinals,,CCNY,56,,Ohio State,55,,
NCAABB,1950,8,EASF,East Regional,Semifinals,,NC State,87,,Holy Cross,74,,
NCAABB,1950,8,WESF,West Regional,Semifinals,,Baylor,56,,BYU,55,,
NCAABB,1950,8,WESF,West Regional,Semifinals,,Bradley,73,,UCLA,59,,
NCAABB,1950,5,EA3rd,East Regional,Third Place,,Ohio State,72,,Holy Cross,52,,
NCAABB,1950,5,WE3rd,West Regional,Third Place,,BYU,83,,UCLA,62,,
NCAABB,1950,4,EAFinal,East Regional,Final,,CCNY,78,,NC State,73,,
NCAABB,1950,4,WEFinal,West Regional,Final,,Bradley,68,,Baylor,66,,
NCAABB,1950,3,NCAA3rd,Third Place,,,NC State,53,,Baylor,41,,
NCAABB,1950,2,NCAAFinal,Championship,,,CCNY,71,,Bradley,68,,New York
NCAABB,1951,16,EAQF,East Regional,Quarterfinals,,Illinois,79,,Columbia,71,,
NCAABB,1951,16,EAQF,East Regional,Quarterfinals,,Kentucky,79,,Louisville,68,,
NCAABB,1951,16,EAQF,East Regional,Quarterfinals,,NC State,67,,Villanova,62,,
NCAABB,1951,16,EAQF,East Regional,Quarterfinals,,St. John's,63,,Connecticut,52,,
NCAABB,1951,16,WEQF,West Regional,Quarterfinals,,BYU,68,,San Jose St.,61,,
NCAABB,1951,16,WEQF,West Regional,Quarterfinals,,Kansas St.,61,,Arizona,59,,
NCAABB,1951,16,WEQF,West Regional,Quarterfinals,,Oklahoma St.,50,,Montana St.,46,,
NCAABB,1951,16,WEQF,West Regional,Quarterfinals,,Washington,62,,Texas A&M,40,,
NCAABB,1951,8,EASF,East Regional,Semifinals,,Illinois,84,,NC State,70,,
NCAABB,1951,8,EASF,East Regional,Semifinals,,Kentucky,59,,St. John's,43,,
NCAABB,1951,8,WESF,West Regional,Semifinals,,Kansas St.,64,,BYU,54,,
NCAABB,1951,8,WESF,West Regional,Semifinals,,Oklahoma St.,61,,Washington,57,,
NCAABB,1951,5,EA3rd,East Regional,Third Place,,St. John's,71,,NC State,59,,
NCAABB,1951,5,WE3rd,West Regional,Third Place,,Washington,80,,BYU,67,,
NCAABB,1951,4,EAFinal,East Regional,Final,,Kentucky,76,,Illinois,74,,
NCAABB,1951,4,WEFinal,West Regional,Final,,Kansas St.,68,,Oklahoma St.,44,,
NCAABB,1951,3,NCAA3rd,Third Place,,,Illinois,61,,Oklahoma St.,46,,
NCAABB,1951,2,NCAAFinal,Championship,,,Kentucky,68,,Kansas St.,58,,Minneapolis
NCAABB,1952,16,EASF,East I Regional,Semifinals,,Kentucky,82,,Penn State,54,,
NCAABB,1952,16,EASF,East I Regional,Semifinals,,St. John's,60,,NC State,49,,
NCAABB,1952,16,EASF,East II Regional,Semifinals,,Duquesne,60,,Princeton,49,,
NCAABB,1952,16,EASF,East II Regional,Semifinals,,Illinois,80,,Dayton,61,,
NCAABB,1952,16,WESF,West I Regional,Semifinals,,Kansas,68,,TCU,64,,
NCAABB,1952,16,WESF,West I Regional,Semifinals,,St. Louis,62,,New Mexico St.,53,,
NCAABB,1952,16,WESF,West II Regional,Semifinals,,Santa Clara,68,,UCLA,59,,
NCAABB,1952,16,WESF,West II Regional,Semifinals,,Wyoming,54,,Oklahoma City,48,,
NCAABB,1952,9,EA3rd,East I Regional,Third Place,,NC State,69,,Penn State,60,,
NCAABB,1952,9,EA3rd,East II Regional,Third Place,,Dayton,77,,Princeton,61,,
NCAABB,1952,9,WE3rd,West I Regional,Third Place,,TCU,61,,New Mexico St.,44,,
NCAABB,1952,9,WE3rd,West II Regional,Third Place,,Oklahoma City,55,,UCLA,53,,
NCAABB,1952,8,EAFinal,East I Regional,Final,,St. John's,64,,Kentucky,57,,
NCAABB,1952,8,EAFinal,East II Regional,Final,,Illinois,74,,Duquesne,68,,
NCAABB,1952,8,WEFinal,West I Regional,Final,,Kansas,74,,St. Louis,55,,
NCAABB,1952,8,WEFinal,West II Regional,Final,,Santa Clara,56,,Wyoming,53,,
NCAABB,1952,4,NCAASF,Final Four,Semifinals,,Kansas,74,,Santa Clara,55,,
NCAABB,1952,4,NCAASF,Final Four,Semifinals,,St. John's,61,,Illinois,59,,
NCAABB,1952,3,NCAA3rd,Final Four,Third Place,,Illinois,67,,Santa Clara,64,,
NCAABB,1952,2,NCAAFinal,Final Four,Championship,,Kansas,80,,St. John's,63,,Seattle
NCAABB,1953,32,EAR1,East I Regional,First Round,,Holy Cross,87,,Navy,74,,
NCAABB,1953,32,EAR1,East I Regional,First Round,,Lebanon Valley,80,,Fordham,67,,
NCAABB,1953,32,EAR1,East II Regional,First Round,,DePaul,74,,Miami Ohio,72,,
NCAABB,1953,32,EAR1,East II Regional,First Round,,Notre Dame,72,,Eastern Ky.,57,,
NCAABB,1953,32,WER1,West II Regional,First Round,,Santa Clara,81,,Hardin Simmons,56,,
NCAABB,1953,32,WER1,West II Regional,First Round,,Seattle,88,,Idaho St.,77,,
NCAABB,1953,16,EASF,East I Regional,Semifinals,,Holy Cross,79,,Wake Forest,71,,
NCAABB,1953,16,EASF,East I Regional,Semifinals,,LSU,89,,Lebanon Valley,76,,
NCAABB,1953,16,EASF,East II Regional,Semifinals,,Indiana,82,,DePaul,80,,
NCAABB,1953,16,EASF,East II Regional,Semifinals,,Notre Dame,69,,Pennsylvania,57,,
NCAABB,1953,16,WESF,West I Regional,Semifinals,,Kansas,73,,Oklahoma City,65,,
NCAABB,1953,16,WESF,West I Regional,Semifinals,,Oklahoma St.,71,,TCU,54,,
NCAABB,1953,16,WESF,West II Regional,Semifinals,,Santa Clara,67,,Wyoming,52,,
NCAABB,1953,16,WESF,West II Regional,Semifinals,,Washington,92,,Seattle,70,,
NCAABB,1953,9,EA3rd,East I Regional,Third Place,,Wake Forest,91,,Lebanon Valley,71,,
NCAABB,1953,9,EA3rd,East II Regional,Third Place,,Pennsylvania,90,,DePaul,70,,
NCAABB,1953,9,WE3rd,West I Regional,Third Place,,TCU,58,,Oklahoma City,56,,
NCAABB,1953,9,WE3rd,West II Regional,Third Place,,Seattle,80,,Wyoming,64,,
NCAABB,1953,8,EAFinal,East I Regional,Final,,LSU,81,,Holy Cross,73,,
NCAABB,1953,8,EAFinal,East II Regional,Final,,Indiana,79,,Notre Dame,66,,
NCAABB,1953,8,WEFinal,West I Regional,Final,,Kansas,61,,Oklahoma St.,55,,
NCAABB,1953,8,WEFinal,West II Regional,Final,,Washington,74,,Santa Clara,62,,
NCAABB,1953,4,NCAASF,Final Four,Semifinals,,Indiana,80,,LSU,67,,
NCAABB,1953,4,NCAASF,Final Four,Semifinals,,Kansas,79,,Washington,53,,
NCAABB,1953,3,NCAA3rd,Final Four,Third Place,,Washington,88,,LSU,69,,
NCAABB,1953,2,NCAAFinal,Final Four,Championship,,Indiana,69,,Kansas,68,,Kansas City
NCAABB,1954,32,EAR1,East I Regional,First Round,,La Salle,76,,Fordham,74,OT,
NCAABB,1954,32,EAR1,East I Regional,First Round,,Navy,85,,Connecticut,80,,
NCAABB,1954,32,EAR1,East I Regional,First Round,,NC State,75,,G. Washington,73,,
NCAABB,1954,32,EAR1,East II Regional,First Round,,Notre Dame,80,,Loyola LA,70,,
NCAABB,1954,32,EAR1,East II Regional,First Round,,Penn State,62,,Toledo,50,,
NCAABB,1954,32,WER1,West I Regional,First Round,,Bradley,61,,Oklahoma City,55,,
NCAABB,1954,32,WER1,West II Regional,First Round,,Idaho St.,77,,Seattle,75,OT,
NCAABB,1954,32,WER1,West II Regional,First Round,,Santa Clara,73,,Texas Tech,64,,
NCAABB,1954,16,EASF,East I Regional,Semifinals,,La Salle,88,,NC State,81,,
NCAABB,1954,16,EASF,East I Regional,Semifinals,,Navy,69,,Cornell,67,,
NCAABB,1954,16,EASF,East II Regional,Semifinals,,Notre Dame,65,,Indiana,64,,
NCAABB,1954,16,EASF,East II Regional,Semifinals,,Penn State,78,,LSU,70,,
NCAABB,1954,16,WESF,West I Regional,Semifinals,,Bradley,76,,Colorado,64,,
NCAABB,1954,16,WESF,West I Regional,Semifinals,,Oklahoma St.,51,,Rice,45,,
NCAABB,1954,16,WESF,West II Regional,Semifinals,,Santa Clara,73,,Colorado St.,50,,
NCAABB,1954,16,WESF,West II Regional,Semifinals,,USC,73,,Idaho St.,59,,
NCAABB,1954,9,EA3rd,East I Regional,Third Place,,NC State,65,,Cornell,54,,
NCAABB,1954,9,EA3rd,East II Regional,Third Place,,Indiana,73,,LSU,62,,
NCAABB,1954,9,WE3rd,West I Regional,Third Place,,Rice,78,,Colorado,55,,
NCAABB,1954,9,WE3rd,West II Regional,Third Place,,Idaho St.,62,,Colorado St.,57,,
NCAABB,1954,8,EAFinal,East I Regional,Final,,La Salle,64,,Navy,48,,
NCAABB,1954,8,EAFinal,East II Regional,Final,,Penn State,71,,Notre Dame,63,,
NCAABB,1954,8,WEFinal,West I Regional,Final,,Bradley,71,,Oklahoma St.,57,,
NCAABB,1954,8,WEFinal,West II Regional,Final,,USC,66,,Santa Clara,65,2OT,
NCAABB,1954,4,NCAASF,Final Four,Semifinals,,Bradley,74,,USC,72,,
NCAABB,1954,4,NCAASF,Final Four,Semifinals,,La Salle,69,,Penn State,54,,
NCAABB,1954,3,NCAA3rd,Final Four,Third Place,,Penn State,70,,USC,61,,
NCAABB,1954,2,NCAAFinal,Final Four,Championship,,La Salle,92,,Bradley,76,,Kansas City
NCAABB,1955,32,EAR1,East I Regional,First Round,,Canisius,73,,Williams,60,,
NCAABB,1955,32,EAR1,East I Regional,First Round,,La Salle,95,,West Virginia,61,,
NCAABB,1955,32,EAR1,East I Regional,First Round,,Villanova,74,,Duke,73,,
NCAABB,1955,32,EAR1,East II Regional,First Round,,Marquette,90,,Miami Ohio,79,,
NCAABB,1955,32,EAR1,East II Regional,First Round,,Penn State,59,,Memphis,55,,
NCAABB,1955,32,WER1,West I Regional,First Round,,Bradley,69,,Oklahoma City,65,,
NCAABB,1955,32,WER1,West II Regional,First Round,,San Francisco,89,,West Texas,66,,
NCAABB,1955,32,WER1,West II Regional,First Round,,Seattle,80,,Idaho St.,63,,
NCAABB,1955,16,EASF,East I Regional,Semifinals,,Canisius,73,,Villanova,71,,
NCAABB,1955,16,EASF,East I Regional,Semifinals,,La Salle,73,,Princeton,46,,
NCAABB,1955,16,EASF,East II Regional,Semifinals,,Iowa,82,,Penn State,53,,
NCAABB,1955,16,EASF,East II Regional,Semifinals,,Marquette,79,,Kentucky,71,,
NCAABB,1955,16,WESF,West I Regional,Semifinals,,Bradley,81,,SMU,79,,
NCAABB,1955,16,WESF,West I Regional,Semifinals,,Colorado,69,,Tulsa,59,,
NCAABB,1955,16,WESF,West II Regional,Semifinals,,Oregon St.,83,,Seattle,71,,
NCAABB,1955,16,WESF,West II Regional,Semifinals,,San Francisco,78,,Utah,59,,
NCAABB,1955,9,EA3rd,East I Regional,Third Place,,Villanova,64,,Princeton,57,,
NCAABB,1955,9,EA3rd,East II Regional,Third Place,,Kentucky,84,,Penn State,59,,
NCAABB,1955,9,WE3rd,West I Regional,Third Place,,Tulsa,68,,SMU,67,,
NCAABB,1955,9,WE3rd,West II Regional,Third Place,,Utah,108,,Seattle,85,,
NCAABB,1955,8,EAFinal,East I Regional,Final,,La Salle,99,,Canisius,64,,
NCAABB,1955,8,EAFinal,East II Regional,Final,,Iowa,86,,Marquette,81,,
NCAABB,1955,8,WEFinal,West I Regional,Final,,Colorado,93,,Bradley,81,,
NCAABB,1955,8,WEFinal,West II Regional,Final,,San Francisco,57,,Oregon St.,56,,
NCAABB,1955,4,NCAASF,Final Four,Semifinals,,La Salle,76,,Iowa,73,,
NCAABB,1955,4,NCAASF,Final Four,Semifinals,,San Francisco,62,,Colorado,50,,
NCAABB,1955,3,NCAA3rd,Final Four,Third Place,,Colorado,75,,Iowa,54,,
NCAABB,1955,2,NCAAFinal,Final Four,Championship,,San Francisco,77,,La Salle,63,,Kansas City
NCAABB,1956,32,EAR1,East Regional,First Round,,Canisius,79,,NC State,78,4OT,
NCAABB,1956,32,EAR1,East Regional,First Round,,Connecticut,84,,Manhattan,75,,
NCAABB,1956,32,EAR1,East Regional,First Round,,Dartmouth,61,,West Virginia,59,OT,
NCAABB,1956,32,EAR1,East Regional,First Round,,Temple,74,,Holy Cross,72,,
NCAABB,1956,32,FWR1,Far West Regional,First Round,,Seattle,68,,Idaho St.,66,,
NCAABB,1956,32,MWR1,Midwest Regional,First Round,,Morehead St.,107,,Marshall,92,,
NCAABB,1956,32,MWR1,Midwest Regional,First Round,,Wayne St.,72,,DePaul,63,,
NCAABB,1956,32,WER1,West Regional,First Round,,Oklahoma City,97,,Memphis,81,,
NCAABB,1956,32,WER1,West Regional,First Round,,SMU,68,,Texas Tech,67,,
NCAABB,1956,16,EASF,East Regional,Semifinals,,Canisius,66,,Dartmouth,58,,
NCAABB,1956,16,EASF,East Regional,Semifinals,,Temple,65,,Connecticut,59,,
NCAABB,1956,16,FWSF,Far West Regional,Semifinals,,San Francisco,72,,UCLA,61,,
NCAABB,1956,16,FWSF,Far West Regional,Semifinals,,Utah,81,,Seattle,72,,
NCAABB,1956,16,MWSF,Midwest Regional,Semifinals,,Iowa,97,,Morehead St.,83,,
NCAABB,1956,16,MWSF,Midwest Regional,Semifinals,,Kentucky,84,,Wayne St.,64,,
NCAABB,1956,16,WESF,West Regional,Semifinals,,Oklahoma City,97,,Kansas St.,93,,
NCAABB,1956,16,WESF,West Regional,Semifinals,,SMU,89,,Houston,74,,
NCAABB,1956,9,EA3rd,East Regional,Third Place,,Dartmouth,85,,Connecticut,64,,
NCAABB,1956,9,FW3rd,Far West Regional,Third Place,,UCLA,94,,Seattle,70,,
NCAABB,1956,9,MW3rd,Midwest Regional,Third Place,,Morehead St.,95,,Wayne St.,84,,
NCAABB,1956,9,WE3rd,West Regional,Third Place,,Kansas St.,89,,Houston,70,,
NCAABB,1956,8,EAFinal,East Regional,Final,,Temple,60,,Canisius,58,,
NCAABB,1956,8,FWFinal,Far West Regional,Final,,San Francisco,92,,Utah,77,,
NCAABB,1956,8,MWFinal,Midwest Regional,Final,,Iowa,89,,Kentucky,77,,
NCAABB,1956,8,WEFinal,West Regional,Final,,SMU,84,,Oklahoma City,63,,
NCAABB,1956,4,NCAASF,Final Four,Semifinals,,Iowa,83,,Temple,76,,
NCAABB,1956,4,NCAASF,Final Four,Semifinals,,San Francisco,86,,SMU,68,,
NCAABB,1956,3,NCAA3rd,Final Four,Third Place,,Temple,90,,SMU,81,,
NCAABB,1956,2,NCAAFinal,Final Four,Championship,,San Francisco,83,,Iowa,71,,Evanston
NCAABB,1957,32,EAR1,East Regional,First Round,,Canisius,64,,West Virginia,56,,
NCAABB,1957,32,EAR1,East Regional,First Round,,North Carolina,90,,Yale,74,,
NCAABB,1957,32,EAR1,East Regional,First Round,,Syracuse,82,,Connecticut,76,,
NCAABB,1957,32,MER1,Mideast Regional,First Round,,Notre Dame,89,,Miami Ohio,77,,
NCAABB,1957,32,MER1,Mideast Regional,First Round,,Pittsburgh,86,,Morehead St.,85,,
NCAABB,1957,32,MWR1,Midwest Regional,First Round,,Oklahoma City,76,,Loyola LA,55,,
NCAABB,1957,32,WER1,West Regional,First Round,,Idaho St.,68,,Hardin Simmons,57,,
NCAABB,1957,16,EASF,East Regional,Semifinals,,North Carolina,87,,Canisius,75,,
NCAABB,1957,16,EASF,East Regional,Semifinals,,Syracuse,75,,Lafayette,71,,
NCAABB,1957,16,MESF,Mideast Regional,Semifinals,,Kentucky,98,,Pittsburgh,92,,
NCAABB,1957,16,MESF,Mideast Regional,Semifinals,,Michigan St.,85,,Notre Dame,83,,
NCAABB,1957,16,MWSF,Midwest Regional,Semifinals,,Kansas,73,,SMU,65,OT,
NCAABB,1957,16,MWSF,Midwest Regional,Semifinals,,Oklahoma City,75,,St. Louis,66,,
NCAABB,1957,16,WESF,West Regional,Semifinals,,California,86,,BYU,59,,
NCAABB,1957,16,WESF,West Regional,Semifinals,,San Francisco,66,,Idaho St.,51,,
NCAABB,1957,9,EA3rd,East Regional,Third Place,,Canisius,82,,Lafayette,76,,
NCAABB,1957,9,ME3rd,Mideast Regional,Third Place,,Notre Dame,86,,Pittsburgh,85,,
NCAABB,1957,9,MW3rd,Midwest Regional,Third Place,,SMU,78,,St. Louis,68,,
NCAABB,1957,9,WE3rd,West Regional,Third Place,,BYU,65,,Idaho St.,54,,
NCAABB,1957,8,EAFinal,East Regional,Final,,North Carolina,67,,Syracuse,58,,
NCAABB,1957,8,MEFinal,Mideast Regional,Final,,Michigan St.,80,,Kentucky,68,,
NCAABB,1957,8,MWFinal,Midwest Regional,Final,,Kansas,81,,Oklahoma City,61,,
NCAABB,1957,8,WEFinal,West Regional,Final,,San Francisco,50,,California,46,,
NCAABB,1957,4,NCAASF,Final Four,Semifinals,,Kansas,80,,San Francisco,56,,
NCAABB,1957,4,NCAASF,Final Four,Semifinals,,North Carolina,74,,Michigan St.,70,3OT,
NCAABB,1957,3,NCAA3rd,Final Four,Third Place,,San Francisco,67,,Michigan St.,60,,
NCAABB,1957,2,NCAAFinal,Final Four,Championship,,North Carolina,54,,Kansas,53,3OT,Kansas City
NCAABB,1958,32,EAR1,East Regional,First Round,,Dartmouth,75,,Connecticut,64,,
NCAABB,1958,32,EAR1,East Regional,First Round,,Manhattan,89,,West Virginia,84,,
NCAABB,1958,32,EAR1,East Regional,First Round,,Maryland,86,,Boston College,63,,
NCAABB,1958,32,MER1,Mideast Regional,First Round,,Miami Ohio,82,,Pittsburgh,77,,
NCAABB,1958,32,MER1,Mideast Regional,First Round,,Notre Dame,94,,Tennessee Tech,61,,
NCAABB,1958,32,MWR1,Midwest Regional,First Round,,Oklahoma St.,59,,Loyola LA,42,,
NCAABB,1958,32,WER1,West Regional,First Round,,Idaho St.,72,,Arizona St.,68,,
NCAABB,1958,32,WER1,West Regional,First Round,,Seattle,88,,Wyoming,51,,
NCAABB,1958,16,EASF,East Regional,Semifinals,,Dartmouth,79,,Manhattan,62,,
NCAABB,1958,16,EASF,East Regional,Semifinals,,Temple,71,,Maryland,67,,
NCAABB,1958,16,MESF,Mideast Regional,Semifinals,,Kentucky,94,,Miami Ohio,70,,
NCAABB,1958,16,MESF,Mideast Regional,Semifinals,,Notre Dame,94,,Indiana,87,,
NCAABB,1958,16,MWSF,Midwest Regional,Semifinals,,Kansas St.,83,,Cincinnati,80,OT,
NCAABB,1958,16,MWSF,Midwest Regional,Semifinals,,Oklahoma St.,65,,Arkansas,40,,
NCAABB,1958,16,WESF,West Regional,Semifinals,,California,54,,Idaho St.,43,,
NCAABB,1958,16,WESF,West Regional,Semifinals,,Seattle,69,,San Francisco,67,,
NCAABB,1958,9,EA3rd,East Regional,Third Place,,Maryland,59,,Manhattan,55,,
NCAABB,1958,9,ME3rd,Mideast Regional,Third Place,,Indiana,98,,Miami Ohio,91,,
NCAABB,1958,9,MW3rd,Midwest Regional,Third Place,,Cincinnati,97,,Arkansas,62,,
NCAABB,1958,9,WE3rd,West Regional,Third Place,,San Francisco,57,,Idaho St.,51,,
NCAABB,1958,8,EAFinal,East Regional,Final,,Temple,69,,Dartmouth,50,,
NCAABB,1958,8,MEFinal,Mideast Regional,Final,,Kentucky,89,,Notre Dame,56,,
NCAABB,1958,8,MWFinal,Midwest Regional,Final,,Kansas St.,69,,Oklahoma St.,57,,
NCAABB,1958,8,WEFinal,West Regional,Final,,Seattle,66,,California,62,OT,
NCAABB,1958,4,NCAASF,Final Four,Semifinals,,Kentucky,61,,Temple,60,,
NCAABB,1958,4,NCAASF,Final Four,Semifinals,,Seattle,73,,Kansas St.,51,,
NCAABB,1958,3,NCAA3rd,Final Four,Third Place,,Temple,67,,Kansas St.,57,,
NCAABB,1958,2,NCAAFinal,Final Four,Championship,,Kentucky,84,,Seattle,72,,Louisville
NCAABB,1959,32,EAR1,East Regional,First Round,,Boston U.,60,,Connecticut,58,,
NCAABB,1959,32,EAR1,East Regional,First Round,,Navy,76,,North Carolina,63,,
NCAABB,1959,32,EAR1,East Regional,First Round,,West Virginia,82,,Dartmouth,68,,
NCAABB,1959,32,MER1,Mideast Regional,First Round,,Louisville,77,,Eastern Ky.,63,,
NCAABB,1959,32,MER1,Mideast Regional,First Round,,Marquette,89,,Bowling Green,71,,
NCAABB,1959,32,MWR1,Midwest Regional,First Round,,DePaul,57,,Portland,56,,
NCAABB,1959,32,WER1,West Regional,First Round,,Idaho St.,62,,New Mexico St.,61,,
NCAABB,1959,16,EASF,East Regional,Semifinals,,Boston U.,62,,Navy,55,,
NCAABB,1959,16,EASF,East Regional,Semifinals,,West Virginia,95,,St. Joseph's,92,,
NCAABB,1959,16,MESF,Mideast Regional,Semifinals,,Louisville,76,,Kentucky,61,,
NCAABB,1959,16,MESF,Mideast Regional,Semifinals,,Michigan St.,74,,Marquette,69,,
NCAABB,1959,16,MWSF,Midwest Regional,Semifinals,,Cincinnati,77,,TCU,73,,
