sport,year,name1,name2,round,game,team1,score1,team2,score2,ot,...12,...13,check1,check2
HKY,1991,Quarterfinal A,Game 2,10,301,Maine,5,Minnesota,3,,,,72,312
HKY,1991,Quarterfinal B,Game 1,10,302,Alaska Anchorage,5,Northern Mich.,8,,,,7,20
HKY,1991,Quarterfinal B,Game 2,10,302,Alaska Anchorage,3,Northern Mich.,5,,,,7,20
HKY,1991,Quarterfinal C,Game 1,10,303,Lake Superior,3,Clarkson,7,,,,33,39
HKY,1991,Quarterfinal C,Game 2,10,303,Lake Superior,6,Clarkson,2,,,,33,39
HKY,1991,Quarterfinal C,Game 3,10,303,Lake Superior,3,Clarkson,4,,,,33,39
HKY,1991,Quarterfinal D,Game 1,10,304,Michigan,1,Boston U.,4,,,,404,174
HKY,1991,Quarterfinal D,Game 2,10,304,Michigan,1,Boston U.,8,,,,404,174
HKY,1991,Frozen Four,Semifinals,4,201,Maine,3,Northern Mich.,5,,,,72,20
HKY,1991,Frozen Four,Semifinals,4,202,Clarkson,3,Boston U.,7,,,,39,174
HKY,1991,Frozen Four,Championship,1,101,Northern Mich.,8,Boston U.,7,3ot,,,20,174
HKY,1992,East Regional,First Round,16,402,Boston U.,2,Michigan St.,4,,,,174,238
HKY,1992,West Regional,First Round,16,403,Lake Superior,7,Alaska Anchorage,3,,,,33,7
HKY,1992,West Regional,First Round,16,406,Northern Mich.,8,Clarkson,4,,,,20,39
HKY,1992,East Regional,First Round,16,407,New Hampshire,2,Wisconsin,4,,,,67,284
HKY,1992,East Regional,Second Round,8,301,Maine,2,Michigan St.,3,,,,72,238
HKY,1992,West Regional,Second Round,8,302,Lake Superior,8,Minnesota,3,,,,33,312
HKY,1992,West Regional,Second Round,8,303,Michigan,7,Northern Mich.,6,,,,404,20
HKY,1992,East Regional,Second Round,8,304,Wisconsin,5,St. Lawrence,2,,,,284,31
HKY,1992,Frozen Four,Semifinals,4,201,Michigan St.,2,Lake Superior,4,,,,238,33
HKY,1992,Frozen Four,Semifinals,4,202,Michigan,2,Wisconsin,4,,,,404,284
HKY,1992,Frozen Four,Championship,1,101,Lake Superior,5,Wisconsin,3,,,,33,284
HKY,1993,East Regional,First Round,16,402,Clarkson,1,Minnesota,2,,,,39,312
HKY,1993,West Regional,First Round,16,403,Miami,1,Wisconsin,3,,,,76,284
HKY,1993,West Regional,First Round,16,406,Minn. Duluth,7,Brown,3,,,,45,116
HKY,1993,East Regional,First Round,16,407,Harvard,2,Northern Mich.,3,2ot,,,156,20
HKY,1993,East Regional,Second Round,8,301,Maine,6,Minnesota,2,,,,72,312
HKY,1993,West Regional,Second Round,8,302,Wisconsin,3,Michigan,4,ot,,,284,404
HKY,1993,West Regional,Second Round,8,303,Lake Superior,4,Minn. Duluth,3,,,,33,45
HKY,1993,East Regional,Second Round,8,304,Northern Mich.,1,Boston U.,4,,,,20,174
HKY,1993,Frozen Four,Semifinals,4,201,Maine,4,Michigan,3,ot,,,72,404
HKY,1993,Frozen Four,Semifinals,4,202,Lake Superior,6,Boston U.,1,,,,33,174
HKY,1993,Frozen Four,Championship,1,101,Maine,5,Lake Superior,4,,,,72,33
HKY,1994,East Regional,First Round,16,402,Wisconsin,6,Western Mich.,3,,,,284,74
HKY,1994,West Regional,First Round,16,403,Mass. Lowell,4,Michigan St.,3,,,,18,238
HKY,1994,West Regional,First Round,16,406,Lake Superior,6,Northeastern,5,ot,,,33,24
HKY,1994,East Regional,First Round,16,407,New Hampshire,2,Rensselaer,0,,,,67,18
HKY,1994,East Regional,Second Round,8,301,Boston U.,4,Wisconsin,1,,,,174,284
HKY,1994,West Regional,Second Round,8,302,Mass. Lowell,1,Minnesota,2,2ot,,,18,312
HKY,1994,West Regional,Second Round,8,303,Michigan,4,Lake Superior,5,ot,,,404,33
HKY,1994,East Regional,Second Round,8,304,New Hampshire,1,Harvard,7,,,,67,156
HKY,1994,Frozen Four,Semifinals,4,201,Boston U.,4,Minnesota,1,,,,174,312
HKY,1994,Frozen Four,Semifinals,4,202,Lake Superior,3,Harvard,2,ot,,,33,156
HKY,1994,Frozen Four,Championship,1,101,Boston U.,1,Lake Superior,9,,,,174,33
HKY,1995,East Regional,First Round,16,402,Clarkson,4,Lake Superior,5,,,,39,33
HKY,1995,West Regional,First Round,16,403,Minnesota,3,Rensselaer,0,,,,312,18
HKY,1995,West Regional,First Round,16,406,Wisconsin,5,Michigan St.,3,,,,284,238
HKY,1995,East Regional,First Round,16,407,New Hampshire,2,Denver,9,,,,67,154
HKY,1995,East Regional,Second Round,8,301,Boston U.,6,Lake Superior,2,,,,174,33
HKY,1995,West Regional,Second Round,8,302,Minnesota,5,Colorado Coll.,2,,,,312,62
HKY,1995,West Regional,Second Round,8,303,Michigan,4,Wisconsin,3,,,,404,284
HKY,1995,East Regional,Second Round,8,304,Denver,2,Maine,4,,,,154,72
HKY,1995,Frozen Four,Semifinals,4,201,Boston U.,7,Minnesota,3,,,,174,312
HKY,1995,Frozen Four,Semifinals,4,202,Michigan,3,Maine,4,3ot,,,404,72
HKY,1995,Frozen Four,Championship,1,101,Boston U.,6,Maine,2,,,,174,72
HKY,1996,East Regional,First Round,16,402,Western Mich.,1,Clarkson,6,,,,74,39
HKY,1996,West Regional,First Round,16,403,Minnesota,5,Providence,1,,,,312,84
HKY,1996,West Regional,First Round,16,406,Mass. Lowell,6,Michigan St.,2,,,,18,238
HKY,1996,East Regional,First Round,16,407,Lake Superior,5,Cornell,4,,,,33,155
HKY,1996,East Regional,Second Round,8,301,Boston U.,3,Clarkson,2,,,,174,39
HKY,1996,West Regional,Second Round,8,302,Minnesota,3,Michigan,4,,,,312,404
HKY,1996,West Regional,Second Round,8,303,Colorado Coll.,5,Mass. Lowell,3,,,,62,18
HKY,1996,East Regional,Second Round,8,304,Lake Superior,1,Vermont,2,,,,33,54
HKY,1996,Frozen Four,Semifinals,4,201,Boston U.,0,Michigan,4,,,,174,404
HKY,1996,Frozen Four,Semifinals,4,202,Colorado Coll.,4,Vermont,3,2ot,,,62,54
HKY,1996,Frozen Four,Championship,1,101,Michigan,3,Colorado Coll.,2,ot,,,404,62
HKY,1997,East Regional,First Round,16,402,New Hampshire,2,Colorado Coll.,3,,,,67,62
HKY,1997,West Regional,First Round,16,403,Miami,2,Cornell,4,,,,76,155
HKY,1997,West Regional,First Round,16,406,Minnesota,6,Michigan St.,3,,,,312,238
HKY,1997,East Regional,First Round,16,407,Vermont,3,Denver,6,,,,54,154
HKY,1997,East Regional,Second Round,8,301,Clarkson,4,Colorado Coll.,5,,,,39,62
HKY,1997,West Regional,Second Round,8,302,Cornell,2,North Dakota,6,,,,155,88
HKY,1997,West Regional,Second Round,8,303,Michigan,7,Minnesota,4,,,,404,312
HKY,1997,East Regional,Second Round,8,304,Denver,3,Boston U.,4,ot,,,154,174
HKY,1997,Frozen Four,Semifinals,4,201,Colorado Coll.,2,North Dakota,6,,,,62,88
HKY,1997,Frozen Four,Semifinals,4,202,Michigan,2,Boston U.,3,,,,404,174
HKY,1997,Frozen Four,Championship,1,101,North Dakota,6,Boston U.,4,,,,88,174
HKY,1998,East Regional,First Round,16,402,Wisconsin,4,New Hampshire,7,,,,284,67
HKY,1998,West Regional,First Round,16,403,Michigan,2,Princeton,1,,,,404,159
HKY,1998,West Regional,First Round,16,406,Ohio State,4,Yale,0,,,,278,68
HKY,1998,East Regional,First Round,16,407,Clarkson,1,Colorado Coll.,3,,,,39,62
HKY,1998,East Regional,Second Round,8,301,Boston U.,3,New Hampshire,4,ot,,,174,67
HKY,1998,West Regional,Second Round,8,302,Michigan,4,North Dakota,3,,,,404,88
HKY,1998,West Regional,Second Round,8,303,Michigan St.,3,Ohio State,4,ot,,,238,278
HKY,1998,East Regional,Second Round,8,304,Colorado Coll.,1,Boston College,6,,,,62,195
HKY,1998,Frozen Four,Semifinals,4,201,New Hampshire,0,Michigan,4,,,,67,404
HKY,1998,Frozen Four,Semifinals,4,202,Ohio State,2,Boston College,5,,,,278,195
HKY,1998,Frozen Four,Championship,1,101,Michigan,3,Boston College,2,ot,,,404,195
HKY,1999,East Regional,First Round,16,402,Denver,3,Michigan,5,,,,154,404
HKY,1999,West Regional,First Round,16,403,Colorado Coll.,5,St. Lawrence,2,,,,62,31
HKY,1999,West Regional,First Round,16,406,Boston College,2,Northern Mich.,1,,,,195,20
HKY,1999,East Regional,First Round,16,407,Maine,4,Ohio State,2,,,,72,278
HKY,1999,East Regional,Second Round,8,301,New Hampshire,2,Michigan,1,ot,,,67,404
HKY,1999,West Regional,Second Round,8,302,Colorado Coll.,3,Michigan St.,4,,,,62,238
HKY,1999,West Regional,Second Round,8,303,North Dakota,1,Boston College,3,,,,88,195
HKY,1999,East Regional,Second Round,8,304,Maine,7,Clarkson,2,,,,72,39
HKY,1999,Frozen Four,Semifinals,4,201,New Hampshire,5,Michigan St.,3,,,,67,238
HKY,1999,Frozen Four,Semifinals,4,202,Boston College,1,Maine,2,ot,,,195,72
HKY,1999,Frozen Four,Championship,1,101,New Hampshire,2,Maine,3,ot,,,67,72
HKY,2000,East Regional,First Round,16,402,Colgate,3,Michigan,4,ot,,,47,404
HKY,2000,West Regional,First Round,16,403,New Hampshire,1,Niagara,4,,,,67,12
HKY,2000,West Regional,First Round,16,406,Boston College,6,Michigan St.,5,ot,,,195,238
HKY,2000,East Regional,First Round,16,407,Boston U.,5,St. Cloud St.,3,,,,174,27
HKY,2000,East Regional,Second Round,8,301,Maine,5,Michigan,2,,,,72,404
HKY,2000,West Regional,Second Round,8,302,Niagara,1,North Dakota,4,,,,12,88
HKY,2000,West Regional,Second Round,8,303,Wisconsin,1,Boston College,4,,,,284,195
HKY,2000,East Regional,Second Round,8,304,Boston U.,2,St. Lawrence,3,4ot,,,174,31
HKY,2000,Frozen Four,Semifinals,4,201,Maine,0,North Dakota,2,,,,72,88
HKY,2000,Frozen Four,Semifinals,4,202,Boston College,4,St. Lawrence,2,,,,195,31
HKY,2000,Frozen Four,Championship,1,101,North Dakota,4,Boston College,2,,,,88,195
HKY,2001,East Regional,First Round,16,402,Minnesota,4,Maine,5,ot,,,312,72
HKY,2001,West Regional,First Round,16,403,Michigan,4,Mercyhurst,3,,,,404,3
HKY,2001,West Regional,First Round,16,406,Wisconsin,4,Providence,1,,,,284,84
HKY,2001,East Regional,First Round,16,407,Colorado Coll.,3,St. Lawrence,2,2ot,,,62,31
HKY,2001,East Regional,Second Round,8,301,Boston College,3,Maine,1,,,,195,72
HKY,2001,West Regional,Second Round,8,302,Michigan,4,St. Cloud St.,3,,,,404,27
HKY,2001,West Regional,Second Round,8,303,Michigan St.,5,Wisconsin,1,,,,238,284
HKY,2001,East Regional,Second Round,8,304,Colorado Coll.,1,North Dakota,4,,,,62,88
HKY,2001,Frozen Four,Semifinals,4,201,Boston College,4,Michigan,2,,,,195,404
HKY,2001,Frozen Four,Semifinals,4,202,Michigan St.,0,North Dakota,2,,,,238,88
HKY,2001,Frozen Four,Championship,1,101,Boston College,3,North Dakota,2,ot,,,195,88
HKY,2002,East Regional,First Round,16,402,Cornell,6,Quinnipiac,1,,,,155,41
HKY,2002,East Regional,First Round,16,403,Maine,4,Harvard,3,ot,,,72,156
HKY,2002,West Regional,First Round,16,406,Michigan,4,St. Cloud St.,2,,,,404,27
HKY,2002,West Regional,First Round,16,407,Michigan St.,0,Colorado Coll.,2,,,,238,62
HKY,2002,East Regional,Second Round,8,301,New Hampshire,4,Cornell,3,,,,67,155
HKY,2002,East Regional,Second Round,8,302,Maine,4,Boston U.,3,,,,72,174
HKY,2002,West Regional,Second Round,8,303,Denver,3,Michigan,5,,,,154,404
HKY,2002,West Regional,Second Round,8,304,Colorado Coll.,2,Minnesota,4,,,,62,312
HKY,2002,Frozen Four,Semifinals,4,201,New Hampshire,2,Maine,7,,,,67,72
HKY,2002,Frozen Four,Semifinals,4,202,Michigan,2,Minnesota,3,,,,404,312
HKY,2002,Frozen Four,Championship,1,101,Maine,3,Minnesota,4,ot,,,72,312
HKY,2003,East Regional,Regional Semifinals,16,401,Cornell,5,Minnesota St.,2,,,,155,17
HKY,2003,East Regional,Regional Semifinals,16,402,Ohio State,0,Boston College,1,,,,278,195
HKY,2003,West Regional,Regional Semifinals,16,403,Minnesota,9,Mercyhurst,2,,,,312,3
HKY,2003,West Regional,Regional Semifinals,16,404,North Dakota,2,Ferris St.,5,,,,88,10
HKY,2003,Northeast Regional,Regional Semifinals,16,405,New Hampshire,5,St. Cloud St.,2,,,,67,27
HKY,2003,Northeast Regional,Regional Semifinals,16,406,Harvard,4,Boston U.,6,,,,156,174
HKY,2003,Midwest Regional,Regional Semifinals,16,407,Colorado Coll.,4,Wayne St.,2,,,,62,1
HKY,2003,Midwest Regional,Regional Semifinals,16,408,Michigan,2,Maine,1,,,,404,72
HKY,2003,East Regional,Second Round,8,301,Cornell,2,Boston College,1,ot,,,155,195
HKY,2003,West Regional,Second Round,8,302,Minnesota,7,Ferris St.,4,,,,312,10
HKY,2003,Northeast Regional,Regional Final,8,303,New Hampshire,3,Boston U.,0,,,,67,174
HKY,2003,Midwest Regional,Regional Final,8,304,Colorado Coll.,3,Michigan,5,,,,62,404
HKY,2003,Frozen Four,Semifinals,4,201,Michigan,2,Minnesota,3,ot,,,404,312
HKY,2003,Frozen Four,Semifinals,4,202,New Hampshire,3,Cornell,2,,,,67,155
HKY,2003,Frozen Four,Championship,1,101,Minnesota,5,New Hampshire,1,,,,312,67
HKY,2004,West Regional,Regional Semifinals,16,401,North Dakota,3,Holy Cross,0,,,,88,22
HKY,2004,West Regional,Regional Semifinals,16,402,Miami,2,Denver,3,,,,76,154
HKY,2004,Midwest Regional,Regional Semifinals,16,403,Minnesota,5,Notre Dame,2,,,,312,481
HKY,2004,Midwest Regional,Regional Semifinals,16,404,Michigan St.,0,Minn. Duluth,5,,,,238,45
HKY,2004,East Regional,Regional Semifinals,16,405,Maine,5,Harvard,4,,,,72,156
HKY,2004,East Regional,Regional Semifinals,16,406,Wisconsin,1,Ohio State,0,ot,,,284,278
HKY,2004,Northeast Regional,Regional Semifinals,16,407,Boston College,5,Niagara,2,,,,195,12
HKY,2004,Northeast Regional,Regional Semifinals,16,408,New Hampshire,1,Michigan,4,,,,67,404
HKY,2004,West Regional,Regional Final,8,301,North Dakota,0,Denver,1,,,,88,154
HKY,2004,Midwest Regional,Regional Final,8,302,Minnesota,1,Minn. Duluth,3,,,,312,45
HKY,2004,East Regional,Regional Final,8,303,Maine,2,Wisconsin,1,ot,,,72,284
HKY,2004,Northeast Regional,Regional Final,8,304,Boston College,3,Michigan,2,ot,,,195,404
HKY,2004,Frozen Four,Semifinals,4,201,Denver,5,Minn. Duluth,3,,,,154,45
HKY,2004,Frozen Four,Semifinals,4,202,Maine,2,Boston College,1,,,,72,195
HKY,2004,Frozen Four,Championship,1,101,Denver,1,Maine,0,,,,154,72
HKY,2005,East Regional,Regional Semifinals,16,401,Boston College,5,Mercyhurst,4,,,,195,3
HKY,2005,East Regional,Regional Semifinals,16,402,Boston U.,0,North Dakota,4,,,,174,88
HKY,2005,West Regional,Regional Semifinals,16,403,Minnesota,1,Maine,0,ot,,,312,72
HKY,2005,West Regional,Regional Semifinals,16,404,Ohio State,2,Cornell,3,,,,278,155
HKY,2005,Midwest Regional,Regional Semifinals,16,405,Colorado Coll.,6,Colgate,5,,,,62,47
HKY,2005,Midwest Regional,Regional Semifinals,16,406,Wisconsin,1,Michigan,4,,,,284,404
HKY,2005,Northeast Regional,Regional Semifinals,16,407,Denver,4,Bemidji St.,3,ot,,,154,8
HKY,2005,Northeast Regional,Regional Semifinals,16,408,Harvard,2,New Hampshire,3,ot,,,156,67
HKY,2005,East Regional,Regional Final,8,301,Boston College,3,North Dakota,6,,,,195,88
HKY,2005,West Regional,Regional Final,8,302,Minnesota,2,Cornell,1,ot,,,312,155
HKY,2005,Midwest Regional,Regional Final,8,303,Colorado Coll.,4,Michigan,3,,,,62,404
HKY,2005,Northeast Regional,Regional Final,8,304,Denver,4,New Hampshire,2,,,,154,67
HKY,2005,Frozen Four,Semifinals,4,201,North Dakota,4,Minnesota,2,,,,88,312
HKY,2005,Frozen Four,Semifinals,4,202,Colorado Coll.,2,Denver,6,,,,62,154
HKY,2005,Frozen Four,Championship,1,101,North Dakota,1,Denver,4,,,,88,154
HKY,2006,Midwest Regional,Regional Semifinals,16,401,Wisconsin,4,Bemidji St.,0,,,,284,8
HKY,2006,Midwest Regional,Regional Semifinals,16,402,Colorado Coll.,2,Cornell,3,,,,62,155
HKY,2006,East Regional,Regional Semifinals,16,403,Michigan St.,1,New Hampshire,0,,,,238,67
HKY,2006,East Regional,Regional Semifinals,16,404,Maine,6,Harvard,1,,,,72,156
HKY,2006,Northeast Regional,Regional Semifinals,16,405,Boston U.,9,Omaha,2,,,,174,23
HKY,2006,Northeast Regional,Regional Semifinals,16,406,Boston College,5,Miami,0,,,,195,76
HKY,2006,West Regional,Regional Semifinals,16,407,Minnesota,3,Holy Cross,4,ot,,,312,22
HKY,2006,West Regional,Regional Semifinals,16,408,Michigan,1,North Dakota,5,,,,404,88
HKY,2006,Midwest Regional,Regional Final,8,301,Wisconsin,1,Cornell,0,3ot,,,284,155
HKY,2006,East Regional,Regional Final,8,302,Michigan St.,4,Maine,5,,,,238,72
HKY,2006,Northeast Regional,Regional Final,8,303,Boston U.,0,Boston College,5,,,,174,195
HKY,2006,West Regional,Regional Final,8,304,Holy Cross,2,North Dakota,5,,,,22,88
HKY,2006,Frozen Four,Semifinals,4,201,Wisconsin,5,Maine,2,,,,284,72
HKY,2006,Frozen Four,Semifinals,4,202,Boston College,6,North Dakota,5,,,,195,88
HKY,2006,Frozen Four,Championship,1,101,Wisconsin,2,Boston College,1,,,,284,195
HKY,2007,West Regional,Regional Semifinals,16,401,Minnesota,4,Air Force,3,,,,312,37
HKY,2007,West Regional,Regional Semifinals,16,402,North Dakota,8,Michigan,5,,,,88,404
HKY,2007,Northeast Regional,Regional Semifinals,16,403,New Hampshire,1,Miami,2,,,,67,76
HKY,2007,Northeast Regional,Regional Semifinals,16,404,St. Lawrence,1,Boston College,4,,,,31,195
HKY,2007,East Regional,Regional Semifinals,16,405,Clarkson,0,Massachusetts,1,ot,,,39,170
HKY,2007,East Regional,Regional Semifinals,16,406,Maine,4,St. Cloud St.,1,,,,72,27
HKY,2007,Midwest Regional,Regional Semifinals,16,407,Notre Dame,3,Ala. Huntsville,2,2ot,,,481,2
HKY,2007,Midwest Regional,Regional Semifinals,16,408,Michigan St.,5,Boston U.,1,,,,238,174
HKY,2007,West Regional,Regional Final,8,301,Minnesota,2,North Dakota,3,ot,,,312,88
HKY,2007,Northeast Regional,Regional Final,8,302,Miami,0,Boston College,4,,,,76,195
HKY,2007,East Regional,Regional Final,8,303,Massachusetts,1,Maine,3,,,,170,72
HKY,2007,Midwest Regional,Regional Final,8,304,Notre Dame,1,Michigan St.,2,,,,481,238
HKY,2007,Frozen Four,Semifinals,4,201,North Dakota,4,Boston College,6,,,,88,195
HKY,2007,Frozen Four,Semifinals,4,202,Maine,2,Michigan St.,4,,,,72,238
HKY,2007,Frozen Four,Championship,1,101,Boston College,1,Michigan St.,3,,,,195,238
HKY,2008,East Regional,Regional Semifinals,16,401,Michigan,5,Niagara,1,,,,404,12
HKY,2008,East Regional,Regional Semifinals,16,402,Clarkson,2,St. Cloud St.,1,,,,39,27
HKY,2008,West Regional,Regional Semifinals,16,403,New Hampshire,3,Notre Dame,7,,,,67,481
HKY,2008,West Regional,Regional Semifinals,16,404,Michigan St.,3,Colorado Coll.,1,,,,238,62
HKY,2008,Midwest Regional,Regional Semifinals,16,405,North Dakota,5,Princeton,1,,,,88,159
HKY,2008,Midwest Regional,Regional Semifinals,16,406,Wisconsin,6,Denver,2,,,,284,154
HKY,2008,Northeast Regional,Regional Semifinals,16,407,Miami,3,Air Force,2,ot,,,76,37
HKY,2008,Northeast Regional,Regional Semifinals,16,408,Minnesota,2,Boston College,5,,,,312,195
HKY,2008,East Regional,Regional Final,8,301,Michigan,2,Clarkson,0,,,,404,39
HKY,2008,West Regional,Regional Final,8,302,Notre Dame,3,Michigan St.,1,,,,481,238
HKY,2008,Midwest Regional,Regional Final,8,303,North Dakota,3,Wisconsin,2,ot,,,88,284
HKY,2008,Northeast Regional,Regional Final,8,304,Miami,3,Boston College,4,ot,,,76,195
HKY,2008,Frozen Four,Semifinals,4,201,Michigan,4,Notre Dame,5,ot,,,404,481
HKY,2008,Frozen Four,Semifinals,4,202,North Dakota,1,Boston College,6,,,,88,195
HKY,2008,Frozen Four,Championship,1,101,Notre Dame,1,Boston College,4,,,,481,195
HKY,2009,Northeast Regional,Regional Semifinals,16,401,Boston U.,8,Ohio State,3,,,,174,278
HKY,2009,Northeast Regional,Regional Semifinals,16,402,New Hampshire,6,North Dakota,5,ot,,,67,88
HKY,2009,East Regional,Regional Semifinals,16,403,Michigan,0,Air Force,2,,,,404,37
HKY,2009,East Regional,Regional Semifinals,16,404,Vermont,4,Yale,1,,,,54,68
HKY,2009,West Regional,Regional Semifinals,16,405,Denver,2,Miami,4,,,,154,76
HKY,2009,West Regional,Regional Semifinals,16,406,Princeton,4,Minn. Duluth,5,ot,,,159,45
HKY,2009,Midwest Regional,Regional Semifinals,16,407,Notre Dame,1,Bemidji St.,5,,,,481,8
HKY,2009,Midwest Regional,Regional Semifinals,16,408,Cornell,3,Northeastern,2,,,,155,24
HKY,2009,Northeast Regional,Regional Final,8,301,Boston U.,2,New Hampshire,1,,,,174,67
HKY,2009,East Regional,Regional Final,8,302,Air Force,2,Vermont,3,2ot,,,37,54
HKY,2009,West Regional,Regional Final,8,303,Miami,2,Minn. Duluth,1,,,,76,45
HKY,2009,Midwest Regional,Regional Final,8,304,Bemidji St.,4,Cornell,1,,,,8,155
HKY,2009,Frozen Four,Semifinals,4,201,Boston U.,5,Vermont,4,,,,174,54
HKY,2009,Frozen Four,Semifinals,4,202,Miami,4,Bemidji St.,1,,,,76,8
HKY,2009,Frozen Four,Championship,1,101,Boston U.,4,Miami,3,ot,,,174,76
HKY,2010,Midwest Regional,Regional Semifinals,16,401,Miami,2,Ala. Huntsville,1,,,,76,2
HKY,2010,Midwest Regional,Regional Semifinals,16,402,Michigan,5,Bemidji St.,1,,,,404,8
HKY,2010,Northeast Regional,Regional Semifinals,16,403,Boston College,3,Alaska,1,,,,195,1
HKY,2010,Northeast Regional,Regional Semifinals,16,404,Yale,3,North Dakota,2,,,,68,88
HKY,2010,West Regional,Regional Semifinals,16,405,Wisconsin,3,Vermont,2,,,,284,54
HKY,2010,West Regional,Regional Semifinals,16,406,Northern Mich.,3,St. Cloud St.,4,2ot,,,20,27
HKY,2010,East Regional,Regional Semifinals,16,407,Denver,1,RIT,2,,,,154,7
HKY,2010,East Regional,Regional Semifinals,16,408,New Hampshire,6,Cornell,2,,,,67,155
HKY,2010,Midwest Regional,Regional Final,8,301,Miami,3,Michigan,2,2ot,,,76,404
HKY,2010,Northeast Regional,Regional Final,8,302,Boston College,9,Yale,7,,,,195,68
HKY,2010,West Regional,Regional Final,8,303,Wisconsin,5,St. Cloud St.,3,,,,284,27
HKY,2010,East Regional,Regional Final,8,304,RIT,6,New Hampshire,2,,,,7,67
HKY,2010,Frozen Four,Semifinals,4,201,Miami,1,Boston College,7,,,,76,195
HKY,2010,Frozen Four,Semifinals,4,202,Wisconsin,8,RIT,1,,,,284,7
HKY,2010,Frozen Four,Championship,1,101,Boston College,5,Wisconsin,0,,,,195,284
HKY,2011,East Regional,Regional Semifinals,16,401,Yale,2,Air Force,1,ot,,,68,37
HKY,2011,East Regional,Regional Semifinals,16,402,Minn. Duluth,2,Union,0,,,,45,11
HKY,2011,Northeast Regional,Regional Semifinals,16,403,Miami,1,New Hampshire,3,,,,76,67
HKY,2011,Northeast Regional,Regional Semifinals,16,404,Notre Dame,4,Merrimack,3,ot,,,481,7
HKY,2011,West Regional,Regional Semifinals,16,405,Boston College,4,Colorado Coll.,8,,,,195,62
HKY,2011,West Regional,Regional Semifinals,16,406,Omaha,2,Michigan,3,ot,,,23,404
HKY,2011,Midwest Regional,Regional Semifinals,16,407,North Dakota,6,Rensselaer,0,,,,88,18
HKY,2011,Midwest Regional,Regional Semifinals,16,408,Western Mich.,2,Denver,3,2ot,,,74,154
HKY,2011,East Regional,Regional Final,8,301,Yale,3,Minn. Duluth,5,,,,68,45
HKY,2011,Northeast Regional,Regional Final,8,302,New Hampshire,1,Notre Dame,2,,,,67,481
HKY,2011,West Regional,Regional Final,8,303,Colorado Coll.,1,Michigan,2,,,,62,404
HKY,2011,Midwest Regional,Regional Final,8,304,North Dakota,6,Denver,1,,,,88,154
HKY,2011,Frozen Four,Semifinals,4,201,Minn. Duluth,4,Notre Dame,3,,,,45,481
HKY,2011,Frozen Four,Semifinals,4,202,Michigan,2,North Dakota,0,,,,404,88
HKY,2011,Frozen Four,Championship,1,101,Minn. Duluth,3,Michigan,2,ot,,,45,404
HKY,2012,Northeast Regional,Regional Semifinals,16,401,Boston College,2,Air Force,0,,,,195,37
HKY,2012,Northeast Regional,Regional Semifinals,16,402,Maine,2,Minn. Duluth,5,,,,72,45
HKY,2012,West Regional,Regional Semifinals,16,403,North Dakota,3,Western Mich.,1,,,,88,74
HKY,2012,West Regional,Regional Semifinals,16,404,Boston U.,3,Minnesota,7,,,,174,312
HKY,2012,East Regional,Regional Semifinals,16,405,Union,3,Michigan St.,1,,,,11,238
HKY,2012,East Regional,Regional Semifinals,16,406,Mass. Lowell,4,Miami,3,ot,,,18,76
HKY,2012,Midwest Regional,Regional Semifinals,16,407,Michigan,2,Cornell,3,ot,,,404,155
HKY,2012,Midwest Regional,Regional Semifinals,16,408,Denver,1,Ferris St.,2,,,,154,10
HKY,2012,Northeast Regional,Regional Final,8,301,Boston College,4,Minn. Duluth,0,,,,195,45
HKY,2012,West Regional,Regional Final,8,302,North Dakota,2,Minnesota,5,,,,88,312
HKY,2012,East Regional,Regional Final,8,303,Union,4,Mass. Lowell,2,,,,11,18
HKY,2012,Midwest Regional,Regional Final,8,304,Cornell,1,Ferris St.,2,,,,155,10
HKY,2012,Frozen Four,Semifinals,4,201,Boston College,6,Minnesota,1,,,,195,312
HKY,2012,Frozen Four,Semifinals,4,202,Union,1,Ferris St.,3,,,,11,10
